CFB_ID,Course_ID,Date,Course_Content,Practical_Learning,Course_Management,Course_Value,Course_Difficulty,Learning_Experience
CFB004433,C063,2022-12-03,4,3,4,4,3,4
CFB004434,C043,2022-12-03,4,5,3,4,2,3
CFB004435,C075,2022-12-03,4,5,3,5,2,5
CFB004436,C068,2022-12-03,3,3,5,3,3,3
CFB004437,C056,2022-12-03,5,3,5,5,3,3
CFB004438,C060,2022-12-03,4,4,4,3,2,4
CFB004439,C060,2022-12-03,5,4,5,5,5,4
CFB004440,C062,2022-12-03,4,4,4,4,3,5
CFB004441,C054,2022-12-03,3,5,3,2,3,5
CFB004442,C084,2022-12-03,4,3,3,3,4,3
CFB004443,C065,2022-12-03,4,5,4,3,2,4
CFB004444,C020,2022-12-03,3,2,2,5,3,4
CFB004445,C040,2022-12-03,3,3,3,3,5,4
CFB004446,C089,2022-12-03,4,5,3,5,3,3
CFB004447,C039,2022-12-03,3,1,4,4,4,3
CFB004448,C065,2022-12-03,2,4,3,5,3,4
CFB004449,C084,2022-12-03,3,4,3,4,2,3
CFB004450,C002,2022-12-03,5,5,4,5,1,4
CFB004451,C007,2022-12-03,4,3,3,3,2,4
CFB004452,C069,2022-12-03,2,2,4,4,1,3
CFB004453,C013,2022-12-03,1,2,3,3,4,2
CFB004454,C046,2022-12-03,5,5,4,4,4,4
CFB004455,C037,2022-12-03,3,2,5,4,2,4
CFB004456,C067,2022-12-03,5,5,3,3,2,5
CFB004457,C073,2022-12-04,4,3,3,4,2,2
CFB004458,C024,2022-12-04,4,4,5,4,3,3
CFB004459,C081,2022-12-04,3,5,2,3,2,2
CFB004460,C037,2022-12-04,2,2,4,2,3,4
CFB004461,C037,2022-12-04,4,2,4,4,3,3
CFB004462,C070,2022-12-04,3,3,5,4,3,5
CFB004463,C077,2022-12-04,5,3,4,4,3,4
CFB004464,C078,2022-12-04,2,4,2,3,4,5
CFB004465,C037,2022-12-04,3,4,4,3,2,3
CFB004466,C018,2022-12-04,4,4,5,5,1,5
CFB004467,C018,2022-12-04,3,3,2,3,2,3
CFB004468,C079,2022-12-04,4,3,3,3,2,4
CFB004469,C074,2022-12-04,1,3,5,4,3,4
CFB004470,C030,2022-12-04,3,3,3,3,2,3
CFB004471,C030,2022-12-04,4,3,4,4,2,3
CFB004472,C024,2022-12-04,4,4,5,3,2,4
CFB004473,C060,2022-12-04,5,3,3,5,2,4
CFB004474,C060,2022-12-04,3,4,4,3,2,3
CFB004475,C034,2022-12-04,5,3,2,4,1,4
CFB004476,C034,2022-12-04,3,5,4,5,4,3
CFB004477,C047,2022-12-04,3,3,4,4,2,5
CFB004478,C067,2022-12-04,4,3,4,4,2,4
CFB004479,C021,2022-12-04,4,3,3,3,3,3
CFB004480,C027,2022-12-04,4,3,4,4,3,4
CFB004481,C066,2022-12-04,3,2,3,3,2,3
CFB004482,C038,2022-12-04,4,2,4,5,3,4
CFB004483,C027,2022-12-04,5,3,4,4,3,3
CFB004484,C067,2022-12-04,5,4,5,5,2,4
CFB004485,C070,2022-12-04,5,3,3,2,3,4
CFB004486,C019,2022-12-04,5,4,4,5,4,4
CFB004487,C036,2022-12-04,4,4,4,5,4,4
CFB004488,C031,2022-12-04,5,5,5,5,3,5
CFB004489,C086,2022-12-04,3,3,4,5,3,5
CFB004490,C017,2022-12-04,4,4,4,3,4,2
CFB004491,C030,2022-12-04,4,5,4,4,3,4
CFB004492,C077,2022-12-04,5,2,4,4,2,3
CFB004493,C077,2022-12-04,2,4,4,4,2,5
CFB004494,C065,2022-12-04,3,2,4,5,3,2
CFB004495,C061,2022-12-04,4,3,3,4,2,3
CFB004496,C065,2022-12-04,5,4,3,5,4,4
CFB004497,C029,2022-12-04,5,3,4,5,4,5
CFB004498,C066,2022-12-04,5,3,2,5,1,3
CFB004499,C002,2022-12-04,4,4,4,4,1,4
CFB004500,C074,2022-12-04,2,2,5,5,4,4
CFB004501,C029,2022-12-04,5,4,3,4,5,5
CFB004502,C086,2022-12-04,3,3,3,3,2,3
CFB004503,C062,2022-12-04,4,4,5,3,3,2
CFB004504,C002,2022-12-04,5,3,3,5,4,2
CFB004505,C024,2022-12-05,4,2,2,3,3,3
CFB004506,C065,2022-12-05,3,2,2,2,3,4
CFB004507,C027,2022-12-05,3,3,3,2,4,3
CFB004508,C081,2022-12-05,4,4,4,3,2,4
CFB004509,C043,2022-12-05,4,2,4,3,2,4
CFB004510,C070,2022-12-05,2,3,4,5,2,3
CFB004511,C024,2022-12-05,2,3,3,3,4,2
CFB004512,C051,2022-12-05,3,4,2,3,4,4
CFB004513,C059,2022-12-05,2,2,2,4,3,3
CFB004514,C074,2022-12-05,3,3,3,4,3,5
CFB004515,C062,2022-12-05,2,3,1,3,3,4
CFB004516,C013,2022-12-05,4,3,2,4,4,3
CFB004517,C037,2022-12-05,3,4,4,2,3,4
CFB004518,C048,2022-12-05,3,4,3,3,4,3
CFB004519,C060,2022-12-05,4,4,4,3,2,5
CFB004520,C035,2022-12-05,4,5,3,4,5,4
CFB004521,C087,2022-12-05,5,3,4,3,1,4
CFB004522,C066,2022-12-05,4,4,3,3,2,3
CFB004523,C038,2022-12-05,2,3,2,2,3,3
CFB004524,C062,2022-12-05,2,2,2,3,4,4
CFB004525,C006,2022-12-05,4,3,4,3,4,4
CFB004526,C018,2022-12-05,5,4,4,4,4,3
CFB004527,C040,2022-12-05,2,4,4,2,4,3
CFB004528,C030,2022-12-05,2,3,3,3,3,2
CFB004529,C088,2022-12-05,4,1,1,2,2,1
CFB004530,C047,2022-12-05,3,5,4,3,4,4
CFB004531,C047,2022-12-05,3,4,4,4,2,3
CFB004532,C069,2022-12-05,4,2,4,4,5,1
CFB004533,C006,2022-12-05,3,2,3,3,2,2
CFB004534,C015,2022-12-05,5,4,5,4,2,4
CFB004535,C088,2022-12-05,4,5,3,5,1,4
CFB004536,C074,2022-12-05,3,2,2,1,2,4
CFB004537,C060,2022-12-05,5,4,3,3,3,4
CFB004538,C016,2022-12-05,4,4,5,5,3,5
CFB004539,C027,2022-12-05,4,5,5,3,2,4
CFB004540,C077,2022-12-05,4,3,4,3,3,4
CFB004541,C051,2022-12-05,4,2,3,5,5,4
CFB004542,C070,2022-12-05,4,5,4,4,3,4
CFB004543,C074,2022-12-05,5,3,2,3,5,3
CFB004544,C043,2022-12-05,5,5,4,4,5,5
CFB004545,C002,2022-12-05,5,5,5,5,3,4
CFB004546,C037,2022-12-05,5,5,5,5,5,4
CFB004547,C017,2022-12-05,5,3,4,5,3,4
CFB004548,C007,2022-12-05,4,3,5,4,3,4
CFB004549,C069,2022-12-05,3,3,4,5,3,4
CFB004550,C030,2022-12-05,5,3,3,4,3,5
CFB004551,C035,2022-12-05,4,4,5,5,5,5
CFB004552,C045,2022-12-05,5,5,5,4,3,4
CFB004553,C017,2022-12-05,4,4,4,4,2,3
CFB004554,C008,2022-12-05,4,2,3,4,4,3
CFB004555,C040,2022-12-05,3,1,3,2,4,3
CFB004556,C006,2022-12-06,3,5,3,2,2,3
CFB004557,C035,2022-12-06,3,3,4,2,2,4
CFB004558,C067,2022-12-06,2,3,3,4,3,2
CFB004559,C045,2022-12-06,4,3,4,4,2,3
CFB004560,C059,2022-12-06,3,4,2,2,1,5
CFB004561,C069,2022-12-06,3,5,3,3,3,4
CFB004562,C046,2022-12-06,3,4,3,4,2,2
CFB004563,C088,2022-12-06,3,3,2,5,3,3
CFB004564,C019,2022-12-06,3,4,4,2,1,3
CFB004565,C017,2022-12-06,5,3,2,4,2,5
CFB004566,C060,2022-12-06,3,4,5,5,3,4
CFB004567,C060,2022-12-06,3,4,3,4,4,3
CFB004568,C054,2022-12-06,5,5,4,4,1,4
CFB004569,C007,2022-12-06,4,2,3,3,2,4
CFB004570,C017,2022-12-06,3,4,3,2,2,3
CFB004571,C063,2022-12-06,5,2,5,3,3,3
CFB004572,C031,2022-12-06,5,3,2,3,3,4
CFB004573,C077,2022-12-06,4,3,4,4,4,3
CFB004574,C068,2022-12-06,4,3,4,3,1,3
CFB004575,C039,2022-12-06,3,5,4,5,4,3
CFB004576,C073,2022-12-06,5,2,3,4,1,3
CFB004577,C017,2022-12-06,5,4,3,4,3,4
CFB004578,C044,2022-12-06,4,3,4,5,4,3
CFB004579,C074,2022-12-06,3,2,3,3,3,3
CFB004580,C068,2022-12-06,4,4,4,3,3,3
CFB004581,C054,2022-12-06,5,4,3,2,4,3
CFB004582,C077,2022-12-06,3,2,3,4,3,4
CFB004583,C027,2022-12-06,4,3,4,4,3,2
CFB004584,C084,2022-12-06,5,3,4,5,4,4
CFB004585,C073,2022-12-06,4,3,4,2,3,4
CFB004586,C007,2022-12-06,5,4,5,5,3,3
CFB004587,C047,2022-12-06,4,3,3,4,2,4
CFB004588,C074,2022-12-06,2,3,3,4,2,2
CFB004589,C080,2022-12-06,2,1,3,4,4,4
CFB004590,C043,2022-12-06,4,4,5,5,1,4
CFB004591,C060,2022-12-06,4,3,5,5,4,5
CFB004592,C002,2022-12-06,3,3,5,5,2,2
CFB004593,C084,2022-12-06,4,4,3,4,3,2
CFB004594,C030,2022-12-06,4,3,4,5,3,4
CFB004595,C040,2022-12-06,3,5,2,2,2,3
CFB004596,C002,2022-12-06,5,5,4,4,3,4
CFB004597,C054,2022-12-06,3,3,2,3,2,3
CFB004598,C046,2022-12-06,5,5,4,5,3,5
CFB004599,C013,2022-12-06,3,4,5,3,5,3
CFB004600,C065,2022-12-06,4,4,5,3,4,3
CFB004601,C068,2022-12-06,4,4,4,4,5,4
CFB004602,C074,2022-12-06,3,3,4,4,3,3
CFB004603,C030,2022-12-06,4,4,5,5,3,4
CFB004604,C024,2022-12-06,4,4,4,4,2,3
CFB004605,C013,2022-12-06,3,4,3,2,2,5
CFB004606,C030,2022-12-06,5,4,4,4,3,5
CFB004607,C059,2022-12-06,3,3,4,3,3,4
CFB004608,C061,2022-12-06,5,5,3,4,3,5
CFB004609,C055,2022-12-06,2,3,4,5,3,2
CFB004610,C079,2022-12-06,5,2,4,3,4,3
CFB004611,C066,2022-12-06,4,4,4,5,2,4
CFB004612,C073,2022-12-06,5,5,5,5,3,5
CFB004613,C086,2022-12-06,5,3,3,4,3,4
CFB004614,C075,2022-12-06,5,5,4,4,4,5
CFB004615,C004,2022-12-06,3,5,4,3,2,4
CFB004616,C067,2022-12-06,2,4,3,5,1,5
CFB004617,C037,2022-12-06,3,5,5,5,5,5
CFB004618,C086,2022-12-06,4,3,3,5,3,4
CFB004619,C002,2022-12-06,4,3,3,4,3,3
CFB004620,C019,2022-12-07,4,3,3,5,4,3
CFB004621,C043,2022-12-07,4,4,4,4,3,4
CFB004622,C043,2022-12-07,2,3,4,1,3,5
CFB004623,C086,2022-12-07,3,3,2,4,3,2
CFB004624,C079,2022-12-07,3,2,4,5,5,2
CFB004625,C046,2022-12-07,4,3,3,3,3,5
CFB004626,C065,2022-12-07,4,3,3,3,2,4
CFB004627,C018,2022-12-07,4,4,1,2,2,2
CFB004628,C008,2022-12-07,4,4,4,3,2,5
CFB004629,C030,2022-12-07,4,3,3,3,3,3
CFB004630,C084,2022-12-07,3,2,4,3,1,2
CFB004631,C044,2022-12-07,4,4,3,5,3,3
CFB004632,C085,2022-12-07,3,3,3,5,3,5
CFB004633,C085,2022-12-07,4,2,5,3,3,3
CFB004634,C067,2022-12-07,4,4,4,4,4,3
CFB004635,C030,2022-12-07,4,3,2,4,2,2
CFB004636,C031,2022-12-07,3,5,3,4,3,3
CFB004637,C085,2022-12-07,3,3,4,4,4,3
CFB004638,C063,2022-12-07,4,5,4,5,2,5
CFB004639,C055,2022-12-07,4,4,4,3,3,5
CFB004640,C038,2022-12-07,5,4,5,4,3,4
CFB004641,C004,2022-12-07,5,4,3,4,3,3
CFB004642,C035,2022-12-07,4,1,5,3,4,4
CFB004643,C024,2022-12-07,4,3,4,5,4,4
CFB004644,C008,2022-12-07,5,4,4,4,3,4
CFB004645,C010,2022-12-07,3,3,2,5,4,4
CFB004646,C013,2022-12-07,3,4,2,4,3,3
CFB004647,C027,2022-12-07,4,3,4,3,2,3
CFB004648,C036,2022-12-07,4,3,4,4,4,4
CFB004649,C056,2022-12-07,5,4,4,4,3,4
CFB004650,C047,2022-12-07,5,4,5,5,5,4
CFB004651,C068,2022-12-07,4,5,5,4,2,4
CFB004652,C067,2022-12-07,4,5,5,4,3,4
CFB004653,C079,2022-12-07,4,2,2,5,3,4
CFB004654,C013,2022-12-07,5,5,3,5,3,3
CFB004655,C040,2022-12-07,4,3,3,3,1,3
CFB004656,C073,2022-12-07,4,5,5,4,4,4
CFB004657,C039,2022-12-07,5,4,3,3,5,3
CFB004658,C074,2022-12-07,5,4,3,2,3,4
CFB004659,C016,2022-12-07,4,4,4,4,4,5
CFB004660,C007,2022-12-07,3,4,4,3,3,5
CFB004661,C045,2022-12-07,5,3,5,2,4,3
CFB004662,C019,2022-12-07,3,3,4,4,2,3
CFB004663,C002,2022-12-07,5,5,5,4,3,4
CFB004664,C007,2022-12-07,4,3,5,5,4,4
CFB004665,C065,2022-12-07,4,3,5,5,4,4
CFB004666,C069,2022-12-07,1,2,4,4,3,3
CFB004667,C020,2022-12-07,4,4,4,3,5,5
CFB004668,C074,2022-12-07,5,3,3,4,3,3
CFB004669,C054,2022-12-07,4,3,5,5,2,5
CFB004670,C078,2022-12-07,4,3,4,4,2,3
CFB004671,C089,2022-12-07,5,3,5,4,3,4
CFB004672,C002,2022-12-08,3,3,2,4,2,3
CFB004673,C007,2022-12-08,2,5,4,3,2,4
CFB004674,C031,2022-12-08,3,2,3,3,2,3
CFB004675,C067,2022-12-08,4,3,3,4,2,4
CFB004676,C088,2022-12-08,3,4,5,4,4,4
CFB004677,C089,2022-12-08,2,4,2,4,3,2
CFB004678,C021,2022-12-08,4,3,3,4,3,4
CFB004679,C055,2022-12-08,4,3,4,3,2,4
CFB004680,C060,2022-12-08,3,3,4,3,3,3
CFB004681,C054,2022-12-08,3,3,4,3,2,4
CFB004682,C024,2022-12-08,3,3,5,4,4,2
CFB004683,C051,2022-12-08,4,4,4,3,3,2
CFB004684,C030,2022-12-08,2,3,4,3,3,3
CFB004685,C034,2022-12-08,4,1,3,5,2,5
CFB004686,C086,2022-12-08,3,3,2,3,3,3
CFB004687,C040,2022-12-08,4,4,4,5,3,4
CFB004688,C067,2022-12-08,4,4,3,3,3,2
CFB004689,C035,2022-12-08,3,4,2,2,3,4
CFB004690,C013,2022-12-08,2,3,3,3,5,3
CFB004691,C016,2022-12-08,3,4,3,4,4,4
CFB004692,C085,2022-12-08,2,2,3,5,5,4
CFB004693,C027,2022-12-08,3,4,4,3,4,2
CFB004694,C037,2022-12-08,4,4,3,5,2,5
CFB004695,C021,2022-12-08,3,3,5,4,4,2
CFB004696,C020,2022-12-08,4,4,4,3,2,5
CFB004697,C019,2022-12-08,3,4,3,3,2,3
CFB004698,C031,2022-12-08,3,2,3,2,2,3
CFB004699,C085,2022-12-08,4,3,3,2,4,4
CFB004700,C078,2022-12-08,3,4,3,5,4,3
CFB004701,C007,2022-12-08,3,2,4,5,4,3
CFB004702,C077,2022-12-08,3,4,5,5,5,2
CFB004703,C051,2022-12-08,5,4,4,2,4,4
CFB004704,C027,2022-12-08,5,5,4,4,3,5
CFB004705,C037,2022-12-08,5,4,3,5,3,5
CFB004706,C080,2022-12-08,4,5,5,4,3,5
CFB004707,C010,2022-12-08,3,3,4,4,1,3
CFB004708,C043,2022-12-08,4,4,3,4,4,4
CFB004709,C007,2022-12-08,3,3,3,3,1,5
CFB004710,C030,2022-12-08,2,3,5,5,2,4
CFB004711,C047,2022-12-08,4,5,3,3,3,3
CFB004712,C080,2022-12-08,4,5,3,5,4,5
CFB004713,C018,2022-12-08,3,2,4,3,3,4
CFB004714,C039,2022-12-08,5,5,4,3,4,3
CFB004715,C074,2022-12-09,4,2,4,1,2,4
CFB004716,C073,2022-12-09,5,3,3,2,3,3
CFB004717,C010,2022-12-09,3,3,5,2,5,5
CFB004718,C070,2022-12-09,4,3,3,3,2,5
CFB004719,C065,2022-12-09,3,2,3,2,4,4
CFB004720,C010,2022-12-09,2,2,4,1,2,4
CFB004721,C038,2022-12-09,3,2,3,5,2,5
CFB004722,C089,2022-12-09,4,4,3,2,2,3
CFB004723,C039,2022-12-09,4,4,2,4,1,2
CFB004724,C065,2022-12-09,4,1,3,3,3,2
CFB004725,C032,2022-12-09,3,4,3,4,4,3
CFB004726,C019,2022-12-09,3,4,4,4,4,3
CFB004727,C030,2022-12-09,4,2,2,4,3,2
CFB004728,C065,2022-12-09,3,4,5,4,3,4
CFB004729,C035,2022-12-09,2,4,5,5,3,5
CFB004730,C039,2022-12-09,4,4,3,5,2,5
CFB004731,C068,2022-12-09,3,4,2,3,4,2
CFB004732,C031,2022-12-09,2,3,2,3,2,3
CFB004733,C059,2022-12-09,5,5,3,4,4,4
CFB004734,C002,2022-12-09,4,4,5,3,3,4
CFB004735,C074,2022-12-09,2,4,4,2,2,4
CFB004736,C024,2022-12-09,3,4,4,4,3,4
CFB004737,C015,2022-12-09,5,5,5,4,4,5
CFB004738,C039,2022-12-09,3,4,3,4,4,4
CFB004739,C048,2022-12-09,4,3,4,4,3,4
CFB004740,C080,2022-12-09,5,5,5,5,4,5
CFB004741,C013,2022-12-09,4,5,5,3,3,5
CFB004742,C002,2022-12-09,3,4,4,3,3,5
CFB004743,C038,2022-12-09,3,4,4,4,5,4
CFB004744,C088,2022-12-09,5,4,3,5,2,4
CFB004745,C081,2022-12-09,2,2,4,3,4,4
CFB004746,C032,2022-12-09,3,3,3,2,3,3
CFB004747,C002,2022-12-09,5,3,4,5,4,3
CFB004748,C040,2022-12-09,5,4,5,4,4,4
CFB004749,C085,2022-12-09,3,4,3,2,2,3
CFB004750,C047,2022-12-09,2,2,3,3,2,4
CFB004751,C054,2022-12-09,3,4,3,2,2,4
CFB004752,C073,2022-12-09,4,5,5,4,2,5
CFB004753,C018,2022-12-09,3,3,3,2,4,4
CFB004754,C024,2022-12-09,5,4,4,3,4,3
CFB004755,C086,2022-12-09,3,3,2,3,3,4
CFB004756,C078,2022-12-09,3,4,3,3,5,4
CFB004757,C008,2022-12-09,3,5,4,5,4,4
CFB004758,C067,2022-12-09,2,4,4,4,4,4
CFB004759,C085,2022-12-09,5,5,2,4,2,3
CFB004760,C081,2022-12-09,3,3,4,4,1,2
CFB004761,C088,2022-12-10,4,2,4,4,1,3
CFB004762,C030,2022-12-10,3,5,4,2,3,5
CFB004763,C070,2022-12-10,3,5,4,4,2,5
CFB004764,C048,2022-12-10,5,3,4,4,4,3
CFB004765,C010,2022-12-10,5,3,3,2,3,4
CFB004766,C075,2022-12-10,3,2,2,4,2,4
CFB004767,C027,2022-12-10,5,2,5,4,3,5
CFB004768,C085,2022-12-10,4,4,2,4,4,3
CFB004769,C065,2022-12-10,1,2,2,4,4,4
CFB004770,C061,2022-12-10,5,3,5,4,1,5
CFB004771,C075,2022-12-10,3,5,4,4,3,5
CFB004772,C087,2022-12-10,4,5,3,4,3,3
CFB004773,C046,2022-12-10,2,2,4,4,2,2
CFB004774,C038,2022-12-10,3,4,2,4,5,4
CFB004775,C036,2022-12-10,4,3,3,2,2,2
CFB004776,C032,2022-12-10,4,3,4,3,2,3
CFB004777,C019,2022-12-10,4,3,3,3,3,2
CFB004778,C017,2022-12-10,4,5,4,4,2,4
CFB004779,C060,2022-12-10,2,4,3,4,2,3
CFB004780,C034,2022-12-10,4,4,4,3,3,4
CFB004781,C086,2022-12-10,2,3,4,2,1,3
CFB004782,C087,2022-12-10,5,4,3,3,3,5
CFB004783,C061,2022-12-10,3,3,5,5,2,3
CFB004784,C018,2022-12-10,4,3,4,4,3,4
CFB004785,C060,2022-12-10,5,3,5,4,3,5
CFB004786,C035,2022-12-10,3,3,4,3,4,4
CFB004787,C004,2022-12-10,1,3,3,4,4,4
CFB004788,C032,2022-12-10,3,2,2,2,2,2
CFB004789,C019,2022-12-10,4,4,3,5,3,5
CFB004790,C036,2022-12-10,4,4,3,5,2,3
CFB004791,C044,2022-12-10,5,4,3,5,2,4
CFB004792,C065,2022-12-10,3,4,4,4,4,4
CFB004793,C021,2022-12-10,5,3,4,2,3,2
CFB004794,C087,2022-12-10,3,3,3,4,2,5
CFB004795,C067,2022-12-10,3,3,4,4,4,3
CFB004796,C018,2022-12-10,3,3,4,5,5,3
CFB004797,C074,2022-12-10,4,3,3,3,2,5
CFB004798,C078,2022-12-10,5,4,5,3,4,5
CFB004799,C070,2022-12-10,5,3,4,4,4,3
CFB004800,C079,2022-12-10,3,3,4,3,5,4
CFB004801,C046,2022-12-10,3,5,4,4,3,4
CFB004802,C065,2022-12-10,5,4,4,5,3,5
CFB004803,C074,2022-12-10,4,3,4,4,3,1
CFB004804,C044,2022-12-10,3,3,3,4,3,1
CFB004805,C056,2022-12-10,5,3,3,4,3,4
CFB004806,C021,2022-12-10,5,4,4,3,3,2
CFB004807,C079,2022-12-10,5,5,4,4,3,4
CFB004808,C019,2022-12-10,3,5,3,5,4,5
CFB004809,C062,2022-12-10,4,4,3,4,3,4
CFB004810,C084,2022-12-11,3,4,2,3,1,4
CFB004811,C068,2022-12-11,5,5,3,4,2,3
CFB004812,C040,2022-12-11,3,4,5,5,2,4
CFB004813,C047,2022-12-11,4,4,4,5,3,4
CFB004814,C037,2022-12-11,4,5,3,4,2,5
CFB004815,C067,2022-12-11,4,3,5,4,2,4
CFB004816,C043,2022-12-11,4,3,3,2,4,5
CFB004817,C048,2022-12-11,2,3,2,4,1,3
CFB004818,C081,2022-12-11,1,2,4,3,2,1
CFB004819,C078,2022-12-11,4,3,5,5,3,5
CFB004820,C074,2022-12-11,3,4,4,4,5,2
CFB004821,C046,2022-12-11,3,1,3,3,4,2
CFB004822,C027,2022-12-11,1,4,4,2,3,4
CFB004823,C034,2022-12-11,5,4,4,4,2,3
CFB004824,C029,2022-12-11,4,2,2,2,3,3
CFB004825,C084,2022-12-11,4,4,4,5,4,4
CFB004826,C067,2022-12-11,4,5,5,3,3,5
CFB004827,C043,2022-12-11,3,4,5,3,2,3
CFB004828,C039,2022-12-11,3,3,4,4,2,3
CFB004829,C013,2022-12-11,5,3,4,4,3,3
CFB004830,C067,2022-12-11,4,2,5,4,3,3
CFB004831,C086,2022-12-11,5,2,5,5,3,4
CFB004832,C055,2022-12-11,2,2,3,3,3,4
CFB004833,C045,2022-12-11,4,3,4,3,2,3
CFB004834,C078,2022-12-11,3,2,4,4,5,4
CFB004835,C044,2022-12-11,3,4,4,5,2,4
CFB004836,C074,2022-12-11,4,3,3,3,3,3
CFB004837,C040,2022-12-11,4,5,4,4,2,3
CFB004838,C060,2022-12-11,4,3,3,4,4,3
CFB004839,C089,2022-12-11,4,5,4,5,4,3
CFB004840,C047,2022-12-11,5,4,4,4,4,5
CFB004841,C037,2022-12-11,3,3,3,4,2,4
CFB004842,C035,2022-12-11,5,2,4,4,2,5
CFB004843,C061,2022-12-11,4,2,2,3,3,4
CFB004844,C059,2022-12-11,4,3,2,2,2,1
CFB004845,C086,2022-12-11,4,4,4,4,4,4
CFB004846,C007,2022-12-11,5,5,5,4,4,4
CFB004847,C069,2022-12-11,4,4,5,4,3,4
CFB004848,C086,2022-12-11,5,4,5,5,3,4
CFB004849,C059,2022-12-11,4,4,3,3,3,4
CFB004850,C038,2022-12-11,4,3,4,3,2,2
CFB004851,C066,2022-12-11,3,3,3,2,2,2
CFB004852,C043,2022-12-11,3,4,3,3,3,4
CFB004853,C036,2022-12-11,3,4,4,3,2,5
CFB004854,C037,2022-12-11,3,3,2,3,3,4
CFB004855,C045,2022-12-11,2,3,3,1,4,4
CFB004856,C027,2022-12-11,2,3,3,4,1,3
CFB004857,C077,2022-12-12,4,3,4,3,3,1
CFB004858,C017,2022-12-12,2,3,4,3,4,4
CFB004859,C039,2022-12-12,3,3,3,3,3,3
CFB004860,C030,2022-12-12,3,4,3,3,4,3
CFB004861,C002,2022-12-12,2,2,3,3,3,4
CFB004862,C031,2022-12-12,5,4,4,5,5,4
CFB004863,C006,2022-12-12,4,5,3,4,2,3
CFB004864,C056,2022-12-12,4,3,3,3,4,4
CFB004865,C029,2022-12-12,3,3,5,5,2,3
CFB004866,C039,2022-12-12,3,4,4,3,3,4
CFB004867,C079,2022-12-12,3,4,4,4,3,5
CFB004868,C031,2022-12-12,4,2,3,5,4,4
CFB004869,C061,2022-12-12,4,2,4,2,1,2
CFB004870,C073,2022-12-12,4,2,3,4,2,5
CFB004871,C059,2022-12-12,5,2,4,3,3,2
CFB004872,C024,2022-12-12,3,2,3,4,2,3
CFB004873,C002,2022-12-12,3,3,4,5,2,2
CFB004874,C063,2022-12-12,4,4,4,4,3,4
CFB004875,C006,2022-12-12,4,5,4,4,3,2
CFB004876,C085,2022-12-12,2,3,3,3,3,3
CFB004877,C039,2022-12-12,3,4,5,4,4,4
CFB004878,C087,2022-12-12,3,5,3,3,3,4
CFB004879,C034,2022-12-12,4,3,1,3,4,4
CFB004880,C060,2022-12-12,2,2,4,3,2,3
CFB004881,C067,2022-12-12,5,5,4,3,3,3
CFB004882,C045,2022-12-12,3,4,4,5,3,3
CFB004883,C063,2022-12-12,4,4,5,5,4,5
CFB004884,C032,2022-12-12,4,4,1,5,2,3
CFB004885,C089,2022-12-12,5,3,3,3,2,3
CFB004886,C034,2022-12-12,3,3,4,2,2,3
CFB004887,C084,2022-12-12,4,3,5,3,3,5
CFB004888,C020,2022-12-12,4,5,4,4,3,4
CFB004889,C017,2022-12-12,4,3,3,3,3,5
CFB004890,C066,2022-12-12,4,4,5,3,4,5
CFB004891,C018,2022-12-12,4,4,4,4,3,4
CFB004892,C054,2022-12-12,3,3,5,3,4,3
CFB004893,C074,2022-12-12,4,3,5,5,5,4
CFB004894,C088,2022-12-12,4,4,3,5,3,4
CFB004895,C080,2022-12-12,5,3,3,3,3,3
CFB004896,C044,2022-12-12,4,2,3,5,4,4
CFB004897,C004,2022-12-13,3,3,3,4,4,3
CFB004898,C018,2022-12-13,3,4,3,3,1,4
CFB004899,C037,2022-12-13,3,5,5,2,3,3
CFB004900,C066,2022-12-13,4,3,2,2,3,3
CFB004901,C068,2022-12-13,5,2,2,4,4,2
CFB004902,C034,2022-12-13,2,4,4,5,4,3
CFB004903,C045,2022-12-13,4,4,3,4,4,4
CFB004904,C089,2022-12-13,4,3,3,1,1,4
CFB004905,C047,2022-12-13,4,4,3,3,3,3
CFB004906,C084,2022-12-13,4,4,2,4,2,3
CFB004907,C073,2022-12-13,2,4,2,2,3,4
CFB004908,C069,2022-12-13,2,4,4,4,2,5
CFB004909,C027,2022-12-13,4,4,2,3,2,3
CFB004910,C037,2022-12-13,5,5,4,4,4,3
CFB004911,C070,2022-12-13,4,3,3,3,3,5
CFB004912,C051,2022-12-13,4,4,3,5,3,3
CFB004913,C066,2022-12-13,4,4,5,3,2,4
CFB004914,C007,2022-12-13,4,5,3,4,2,5
CFB004915,C007,2022-12-13,4,3,3,3,4,3
CFB004916,C067,2022-12-13,3,4,3,4,4,4
CFB004917,C066,2022-12-13,2,3,3,4,4,3
CFB004918,C084,2022-12-13,5,2,5,4,3,4
CFB004919,C035,2022-12-13,4,3,2,2,4,5
CFB004920,C079,2022-12-13,2,4,4,2,3,2
CFB004921,C018,2022-12-13,4,2,3,4,3,4
CFB004922,C078,2022-12-13,3,3,4,4,4,2
CFB004923,C075,2022-12-13,3,5,3,5,2,3
CFB004924,C037,2022-12-13,3,3,5,3,4,3
CFB004925,C010,2022-12-13,3,4,3,5,3,4
CFB004926,C043,2022-12-13,5,4,5,4,2,4
CFB004927,C032,2022-12-13,4,4,4,5,5,4
CFB004928,C040,2022-12-13,4,2,4,4,3,5
CFB004929,C019,2022-12-13,2,1,2,4,2,4
