FeedbackID,LabID,SystemPerformance,SystemAvailability,InternetConnectivity,EquipmentAvailability,LabMaterialAvailability,StaffAvailability,TechnicalSupport,LabCleanliness,SeatingAndSpace,LabSafety,Date
LFB001556,L020,4,3,4,4,4,4,5,4,4,4,2022-11-16
LFB001557,L025,5,5,3,5,4,3,3,4,5,4,2022-11-16
LFB001558,L004,4,4,3,3,3,3,4,1,3,3,2022-11-16
LFB001559,L025,3,4,3,4,4,4,4,3,4,3,2022-11-17
LFB001560,L007,3,5,3,3,4,3,3,4,3,3,2022-11-17
LFB001561,L016,3,5,3,4,4,5,4,4,4,4,2022-11-17
LFB001562,L012,5,4,4,4,4,4,4,5,5,5,2022-11-17
LFB001563,L021,3,5,3,5,4,5,3,2,3,4,2022-11-17
LFB001564,L010,4,3,4,5,5,4,3,5,4,4,2022-11-17
LFB001565,L017,4,2,3,5,4,4,3,3,4,5,2022-11-17
LFB001566,L007,4,5,5,5,3,3,4,3,3,3,2022-11-17
LFB001567,L017,4,4,3,2,4,3,3,4,3,3,2022-11-17
LFB001568,L002,5,3,3,5,5,4,4,5,2,4,2022-11-17
LFB001569,L012,4,5,4,4,4,5,4,4,5,4,2022-11-17
LFB001570,L015,2,4,4,5,4,3,4,4,5,5,2022-11-17
LFB001571,L024,4,2,2,4,3,4,3,4,3,3,2022-11-17
LFB001572,L010,4,4,3,4,3,3,4,4,2,5,2022-11-17
LFB001573,L013,4,5,4,5,5,5,3,5,5,5,2022-11-17
LFB001574,L013,5,4,5,5,5,4,3,4,3,4,2022-11-17
LFB001575,L026,4,5,4,4,5,4,4,5,4,5,2022-11-17
LFB001576,L017,4,4,3,4,5,5,4,3,3,3,2022-11-17
LFB001577,L001,2,3,4,2,3,5,4,4,5,5,2022-11-17
LFB001578,L013,3,3,4,4,3,5,3,3,4,4,2022-11-17
LFB001579,L018,5,5,4,4,5,3,3,5,4,4,2022-11-17
LFB001580,L013,3,3,1,3,3,2,3,4,5,3,2022-11-17
LFB001581,L010,4,3,5,5,3,4,4,4,3,3,2022-11-17
LFB001582,L020,3,2,3,3,3,4,4,2,5,4,2022-11-17
LFB001583,L019,3,2,3,3,3,3,2,3,2,3,2022-11-17
LFB001584,L023,4,1,2,2,2,3,5,5,3,3,2022-11-17
LFB001585,L003,2,4,4,3,4,3,4,4,2,3,2022-11-18
LFB001586,L022,3,4,3,4,3,4,3,3,3,2,2022-11-18
LFB001587,L013,4,4,4,2,5,4,4,5,5,4,2022-11-18
LFB001588,L019,5,4,4,4,3,4,2,4,4,3,2022-11-18
LFB001589,L022,3,4,2,4,4,4,3,4,5,4,2022-11-18
LFB001590,L026,3,3,3,2,4,3,3,4,4,3,2022-11-18
LFB001591,L021,3,2,2,4,4,4,4,3,3,4,2022-11-18
LFB001592,L014,3,4,5,5,2,3,5,4,3,3,2022-11-18
LFB001593,L013,4,3,2,4,1,3,2,5,4,4,2022-11-18
LFB001594,L007,4,3,2,3,3,3,2,3,3,3,2022-11-18
LFB001595,L024,3,4,5,5,4,5,4,5,5,5,2022-11-18
LFB001596,L001,3,5,4,3,3,5,5,5,4,5,2022-11-18
LFB001597,L012,3,5,3,4,4,3,4,4,4,5,2022-11-18
LFB001598,L023,4,3,4,3,5,4,3,3,3,2,2022-11-18
LFB001599,L005,3,3,3,4,5,2,3,5,3,2,2022-11-18
LFB001600,L013,4,4,3,5,2,3,4,4,4,3,2022-11-18
LFB001601,L014,3,5,4,4,4,4,5,5,4,5,2022-11-18
LFB001602,L015,4,3,3,4,5,4,4,5,3,4,2022-11-18
LFB001603,L023,4,3,2,4,2,2,3,2,2,5,2022-11-18
LFB001604,L026,4,3,5,5,4,4,4,2,3,4,2022-11-18
LFB001605,L006,4,3,4,3,4,5,4,3,4,3,2022-11-18
LFB001606,L014,3,5,4,5,4,4,4,3,3,5,2022-11-18
LFB001607,L016,4,3,3,5,3,3,5,3,5,5,2022-11-18
LFB001608,L008,5,3,4,5,2,4,4,5,4,5,2022-11-18
LFB001609,L006,3,4,4,5,4,5,3,5,5,5,2022-11-18
LFB001610,L013,4,4,2,4,3,5,2,5,3,3,2022-11-19
LFB001611,L015,4,5,3,3,3,3,4,4,3,4,2022-11-19
LFB001612,L021,5,5,4,3,3,3,4,4,2,4,2022-11-19
LFB001613,L012,4,5,4,5,5,4,4,4,5,5,2022-11-19
LFB001614,L016,5,4,4,3,3,2,5,5,4,3,2022-11-19
LFB001615,L014,2,3,4,3,4,4,3,4,4,4,2022-11-19
LFB001616,L020,3,3,4,4,4,3,3,3,3,5,2022-11-19
LFB001617,L012,3,4,3,3,3,3,2,4,3,4,2022-11-19
LFB001618,L011,4,4,3,4,3,4,3,2,5,5,2022-11-19
LFB001619,L020,5,3,3,3,4,3,3,3,4,4,2022-11-19
LFB001620,L006,4,4,4,5,5,3,4,4,5,5,2022-11-19
LFB001621,L006,2,3,4,4,3,4,4,5,5,4,2022-11-19
LFB001622,L001,5,5,3,4,4,3,4,4,4,5,2022-11-19
LFB001623,L021,5,5,5,4,5,5,5,3,5,5,2022-11-19
LFB001624,L012,3,5,4,5,5,4,2,5,3,4,2022-11-19
LFB001625,L019,5,2,3,4,2,4,5,5,4,4,2022-11-19
LFB001626,L015,5,5,5,4,5,5,2,5,5,5,2022-11-19
LFB001627,L007,4,4,3,3,5,4,3,3,3,5,2022-11-19
LFB001628,L013,4,4,3,3,4,4,2,5,4,4,2022-11-19
LFB001629,L003,3,3,3,4,5,3,5,4,4,3,2022-11-19
LFB001630,L019,1,4,3,4,4,2,5,3,3,4,2022-11-19
LFB001631,L007,3,3,3,4,3,4,4,4,5,3,2022-11-19
LFB001632,L025,4,3,2,3,4,4,4,3,3,4,2022-11-19
LFB001633,L007,4,3,2,3,3,3,4,4,3,4,2022-11-20
LFB001634,L005,4,4,4,3,4,4,4,4,5,4,2022-11-20
LFB001635,L016,4,3,5,2,5,4,4,5,2,3,2022-11-20
LFB001636,L013,3,3,2,2,4,1,2,3,3,3,2022-11-20
LFB001637,L011,4,3,2,4,3,2,4,3,4,4,2022-11-20
LFB001638,L026,4,3,5,4,5,5,5,5,4,4,2022-11-20
LFB001639,L003,5,4,5,4,4,2,4,4,4,3,2022-11-20
LFB001640,L017,5,4,5,5,4,5,5,4,4,5,2022-11-20
LFB001641,L020,1,5,4,4,5,5,3,5,4,4,2022-11-20
LFB001642,L025,5,5,4,5,5,4,5,4,5,5,2022-11-20
LFB001643,L023,3,2,4,4,4,3,4,4,4,4,2022-11-20
LFB001644,L021,4,3,4,2,3,5,3,3,4,4,2022-11-20
LFB001645,L023,4,5,4,5,4,4,4,4,4,5,2022-11-20
LFB001646,L014,4,4,3,4,3,5,3,5,5,4,2022-11-20
LFB001647,L003,3,5,4,4,5,4,3,4,3,4,2022-11-20
LFB001648,L020,5,5,5,5,4,4,3,4,5,5,2022-11-20
LFB001649,L002,4,4,3,3,5,4,3,5,4,4,2022-11-20
LFB001650,L021,4,5,3,4,3,4,5,5,5,4,2022-11-20
LFB001651,L016,3,3,4,3,5,3,4,4,4,3,2022-11-20
LFB001652,L012,4,4,2,3,3,4,4,3,2,4,2022-11-20
LFB001653,L011,5,3,3,4,3,4,4,4,4,4,2022-11-20
LFB001654,L016,5,4,4,5,3,2,3,4,3,3,2022-11-20
LFB001655,L001,3,4,3,3,3,3,5,5,3,2,2022-11-21
LFB001656,L023,4,4,5,3,3,4,4,4,3,5,2022-11-21
LFB001657,L025,4,5,5,3,4,5,4,5,5,4,2022-11-21
LFB001658,L003,3,3,3,3,2,4,3,3,3,3,2022-11-21
LFB001659,L026,4,3,3,5,5,4,2,4,3,4,2022-11-21
LFB001660,L015,4,4,5,5,5,4,4,3,4,5,2022-11-21
LFB001661,L023,2,4,3,5,4,5,3,5,3,5,2022-11-21
LFB001662,L016,2,5,2,2,4,4,4,3,3,4,2022-11-21
LFB001663,L026,5,2,4,4,4,3,3,3,3,3,2022-11-21
LFB001664,L004,5,4,4,4,3,4,3,3,3,4,2022-11-21
LFB001665,L005,4,5,5,5,4,5,4,5,5,4,2022-11-21
LFB001666,L001,3,3,4,3,3,3,4,2,4,3,2022-11-21
LFB001667,L017,3,4,2,3,4,3,3,5,3,3,2022-11-21
LFB001668,L013,5,3,3,3,4,4,4,4,3,4,2022-11-21
LFB001669,L020,3,5,2,4,3,2,4,4,3,2,2022-11-21
LFB001670,L020,2,3,4,4,4,3,3,4,3,4,2022-11-21
LFB001671,L020,3,5,4,4,3,3,2,4,3,3,2022-11-21
LFB001672,L015,2,4,4,3,4,4,5,5,4,5,2022-11-21
LFB001673,L021,2,4,3,2,4,3,4,4,4,4,2022-11-21
LFB001674,L002,5,4,5,3,4,2,4,4,2,2,2022-11-21
LFB001675,L024,4,4,3,5,4,5,4,4,3,4,2022-11-21
LFB001676,L003,4,3,5,5,5,4,5,5,5,5,2022-11-21
LFB001677,L021,5,3,4,5,3,4,4,3,4,1,2022-11-21
LFB001678,L001,5,4,4,3,4,3,3,3,3,2,2022-11-21
LFB001679,L026,3,4,3,4,3,4,3,3,2,3,2022-11-21
LFB001680,L026,5,4,4,5,3,4,3,3,4,5,2022-11-22
LFB001681,L022,3,4,3,3,4,4,4,5,5,5,2022-11-22
LFB001682,L005,3,4,4,5,3,4,4,5,4,4,2022-11-22
LFB001683,L003,4,4,5,4,3,3,3,4,5,5,2022-11-22
LFB001684,L007,4,4,3,3,3,5,3,4,4,4,2022-11-22
LFB001685,L022,4,4,3,5,3,3,3,4,3,2,2022-11-22
LFB001686,L025,4,3,4,3,3,4,3,4,5,3,2022-11-22
LFB001687,L003,2,4,2,4,4,3,3,4,4,2,2022-11-22
LFB001688,L012,5,2,3,4,5,4,5,5,3,5,2022-11-22
LFB001689,L014,3,3,3,4,4,5,2,5,3,4,2022-11-22
LFB001690,L007,3,3,4,4,4,5,4,4,3,4,2022-11-22
LFB001691,L014,4,3,4,4,5,5,5,5,4,4,2022-11-22
LFB001692,L007,2,4,5,5,3,4,4,4,4,5,2022-11-22
LFB001693,L008,4,5,4,5,4,3,4,4,3,4,2022-11-22
LFB001694,L021,4,5,3,3,5,3,4,3,5,4,2022-11-22
LFB001695,L024,3,4,4,4,5,5,5,5,4,5,2022-11-22
LFB001696,L005,3,3,2,2,3,4,3,3,4,3,2022-11-22
LFB001697,L002,4,3,4,3,4,3,3,4,4,4,2022-11-22
LFB001698,L016,3,3,4,3,4,5,3,4,4,3,2022-11-22
LFB001699,L018,2,4,4,4,2,2,4,2,3,5,2022-11-22
LFB001700,L007,2,4,3,5,4,4,3,4,3,4,2022-11-22
LFB001701,L023,3,4,3,3,2,4,4,2,5,5,2022-11-22
LFB001702,L001,3,2,2,1,3,4,3,4,3,4,2022-11-22
LFB001703,L001,4,5,5,5,4,4,3,3,3,4,2022-11-22
LFB001704,L003,4,4,5,5,5,3,5,5,5,5,2022-11-23
LFB001705,L012,3,3,3,3,2,5,3,4,4,3,2022-11-23
LFB001706,L015,4,4,4,4,4,5,4,5,4,5,2022-11-23
LFB001707,L016,3,3,4,3,4,2,3,2,4,4,2022-11-23
LFB001708,L012,4,3,3,3,4,4,4,5,2,5,2022-11-23
LFB001709,L025,5,5,4,4,3,5,4,4,4,4,2022-11-23
LFB001710,L007,5,4,3,4,4,4,3,3,5,3,2022-11-23
LFB001711,L023,2,4,2,5,3,4,5,4,3,3,2022-11-23
LFB001712,L014,4,2,5,4,4,5,4,5,4,5,2022-11-23
LFB001713,L010,5,4,5,3,5,3,5,4,4,4,2022-11-23
LFB001714,L012,4,4,3,4,4,4,4,3,3,5,2022-11-23
LFB001715,L010,3,2,4,5,3,4,2,4,4,3,2022-11-23
LFB001716,L016,3,4,3,3,2,2,5,3,2,5,2022-11-23
LFB001717,L022,5,5,5,5,5,5,2,4,5,3,2022-11-23
LFB001718,L003,3,5,5,4,4,4,4,5,4,4,2022-11-23
LFB001719,L014,2,4,4,4,3,3,4,5,3,5,2022-11-23
LFB001720,L002,3,3,2,3,4,5,1,4,3,5,2022-11-23
LFB001721,L013,4,4,3,3,3,2,4,4,4,3,2022-11-23
LFB001722,L007,4,4,4,4,5,3,4,4,3,4,2022-11-24
LFB001723,L020,3,3,2,3,4,5,2,5,2,4,2022-11-24
LFB001724,L006,3,5,4,4,3,5,5,5,5,5,2022-11-24
LFB001725,L016,4,3,4,2,4,3,3,4,4,4,2022-11-24
LFB001726,L007,4,4,4,4,5,4,4,4,3,4,2022-11-24
LFB001727,L026,3,3,2,5,5,4,4,3,4,2,2022-11-24
LFB001728,L001,5,5,5,4,5,4,3,5,2,5,2022-11-24
LFB001729,L025,5,5,4,5,5,4,3,5,4,5,2022-11-24
LFB001730,L011,5,4,4,4,5,3,3,5,4,5,2022-11-24
LFB001731,L002,5,3,2,5,3,5,4,4,5,4,2022-11-24
LFB001732,L026,4,3,3,4,4,4,5,5,4,5,2022-11-24
LFB001733,L021,2,2,4,5,4,5,3,4,3,3,2022-11-24
LFB001734,L014,3,3,4,3,2,3,3,3,3,4,2022-11-24
LFB001735,L025,5,4,3,5,5,5,5,4,4,3,2022-11-24
LFB001736,L019,4,4,5,4,5,5,4,5,4,5,2022-11-24
LFB001737,L019,3,2,5,4,4,4,3,3,3,4,2022-11-24
LFB001738,L002,1,3,4,5,3,3,3,3,4,4,2022-11-24
LFB001739,L010,4,5,5,5,4,5,4,5,4,4,2022-11-24
LFB001740,L021,2,4,3,3,4,3,4,4,4,4,2022-11-24
LFB001741,L011,3,5,3,3,2,5,2,4,2,3,2022-11-24
LFB001742,L014,5,4,3,5,2,5,3,3,4,4,2022-11-24
LFB001743,L022,2,4,5,4,2,5,3,3,5,4,2022-11-24
LFB001744,L016,4,4,3,4,2,4,4,2,3,3,2022-11-24
LFB001745,L022,5,5,5,5,5,5,5,5,5,4,2022-11-25
LFB001746,L024,3,5,3,1,3,3,4,4,2,4,2022-11-25
LFB001747,L007,4,5,5,4,5,4,4,5,5,3,2022-11-25
LFB001748,L011,2,3,4,4,4,5,3,4,4,3,2022-11-25
LFB001749,L026,4,5,3,3,5,3,4,5,4,3,2022-11-25
LFB001750,L010,5,5,5,5,3,5,5,5,5,4,2022-11-25
LFB001751,L011,4,5,3,5,3,4,3,4,4,5,2022-11-25
LFB001752,L019,3,3,3,2,3,4,4,2,3,4,2022-11-25
LFB001753,L011,5,4,5,5,4,5,4,5,3,4,2022-11-25
LFB001754,L024,3,4,3,3,4,4,5,4,4,3,2022-11-25
LFB001755,L001,3,4,3,3,4,5,5,5,5,4,2022-11-25
LFB001756,L023,2,4,5,2,5,5,3,5,5,3,2022-11-25
LFB001757,L008,3,4,2,3,5,4,2,5,3,4,2022-11-25
LFB001758,L017,3,4,2,5,4,4,5,5,3,4,2022-11-25
LFB001759,L004,4,4,4,4,4,4,2,4,3,3,2022-11-25
LFB001760,L012,3,5,4,4,5,4,4,4,3,4,2022-11-25
LFB001761,L011,2,4,3,3,1,4,3,4,5,2,2022-11-25
LFB001762,L008,4,3,4,5,3,3,4,5,4,4,2022-11-25
LFB001763,L015,4,4,3,3,4,4,2,4,5,3,2022-11-26
LFB001764,L004,5,5,2,3,5,5,4,3,5,5,2022-11-26
LFB001765,L017,5,5,5,4,5,4,4,4,5,4,2022-11-26
LFB001766,L007,5,3,2,3,3,3,3,4,4,4,2022-11-26
LFB001767,L016,4,2,4,4,2,3,2,3,5,3,2022-11-26
LFB001768,L025,5,4,3,4,3,5,4,4,3,4,2022-11-26
LFB001769,L026,4,5,5,4,4,5,4,5,5,4,2022-11-26
LFB001770,L022,5,5,1,4,5,4,5,5,4,4,2022-11-26
LFB001771,L010,4,3,2,3,4,4,4,5,3,5,2022-11-26
LFB001772,L016,5,5,5,4,3,3,3,3,3,4,2022-11-26
LFB001773,L025,5,5,5,4,4,5,5,4,4,5,2022-11-26
LFB001774,L025,5,4,4,5,4,5,4,4,5,5,2022-11-26
LFB001775,L010,5,4,4,3,5,5,3,5,4,4,2022-11-26
LFB001776,L024,5,5,5,5,5,2,4,4,5,5,2022-11-26
LFB001777,L022,4,5,3,4,2,5,4,4,3,5,2022-11-26
LFB001778,L016,4,5,3,3,5,4,4,5,4,3,2022-11-26
LFB001779,L012,3,1,3,4,5,5,4,4,4,4,2022-11-26
LFB001780,L001,3,4,4,3,5,3,3,3,2,4,2022-11-26
LFB001781,L006,3,3,2,4,4,4,3,5,4,4,2022-11-26
LFB001782,L010,5,5,4,4,3,4,5,5,5,5,2022-11-26
LFB001783,L007,5,5,5,4,4,4,5,5,4,5,2022-11-26
LFB001784,L001,5,4,4,3,5,4,3,4,5,5,2022-11-26
LFB001785,L025,2,3,5,4,3,3,4,5,3,5,2022-11-26
LFB001786,L003,4,3,5,4,4,2,3,4,4,4,2022-11-26
LFB001787,L012,3,4,4,4,4,3,5,4,3,3,2022-11-26
LFB001788,L013,3,4,4,4,4,3,5,5,4,5,2022-11-26
LFB001789,L013,4,4,3,5,4,4,4,3,4,3,2022-11-26
LFB001790,L008,3,4,2,2,3,2,4,3,2,3,2022-11-26
LFB001791,L023,4,4,3,4,4,5,3,5,4,5,2022-11-26
LFB001792,L022,4,3,3,4,3,4,3,5,3,2,2022-11-26
LFB001793,L013,4,2,4,3,4,4,2,4,4,3,2022-11-26
LFB001794,L012,4,3,4,4,5,5,4,5,5,5,2022-11-26
LFB001795,L010,4,4,5,4,4,5,5,3,4,3,2022-11-26
LFB001796,L013,4,4,5,4,4,4,3,3,4,3,2022-11-26
LFB001797,L004,4,3,2,4,4,3,2,4,2,2,2022-11-26
LFB001798,L026,2,3,3,4,5,5,2,3,4,2,2022-11-26
LFB001799,L020,3,3,3,3,2,4,4,4,3,5,2022-11-26
LFB001800,L026,3,3,3,5,4,4,2,4,2,4,2022-11-27
LFB001801,L019,5,3,4,4,3,5,3,4,4,5,2022-11-27
LFB001802,L021,1,3,2,3,2,4,4,5,3,4,2022-11-27
LFB001803,L015,5,3,3,3,3,3,3,4,5,3,2022-11-27
LFB001804,L010,5,4,5,5,5,4,4,4,5,4,2022-11-27
LFB001805,L008,5,5,5,5,4,4,4,5,4,4,2022-11-27
LFB001806,L001,4,4,4,5,3,5,5,3,4,5,2022-11-27
LFB001807,L012,5,5,3,5,5,5,5,4,5,5,2022-11-27
LFB001808,L022,3,5,5,3,4,4,5,3,5,4,2022-11-27
LFB001809,L019,4,4,3,5,4,3,5,3,2,3,2022-11-27
LFB001810,L006,4,4,3,3,4,5,3,3,3,3,2022-11-27
LFB001811,L001,2,4,4,4,5,5,4,5,3,3,2022-11-27
LFB001812,L026,3,5,3,3,4,5,5,4,3,5,2022-11-27
LFB001813,L011,5,3,4,4,4,4,4,3,4,5,2022-11-27
LFB001814,L007,3,3,3,2,3,2,3,1,3,3,2022-11-27
LFB001815,L024,3,4,5,4,5,4,4,4,5,5,2022-11-27
LFB001816,L026,4,3,3,4,3,4,4,4,4,4,2022-11-27
LFB001817,L022,5,4,5,5,5,4,4,3,4,4,2022-11-27
LFB001818,L022,3,4,2,2,5,4,4,2,5,5,2022-11-27
LFB001819,L008,2,3,3,2,3,3,2,2,3,2,2022-11-27
LFB001820,L003,3,4,4,4,4,4,4,4,4,4,2022-11-27
LFB001821,L023,3,4,3,3,3,5,3,5,2,4,2022-11-27
LFB001822,L026,4,3,4,4,4,4,3,3,4,3,2022-11-27
LFB001823,L019,3,4,4,5,5,3,4,3,4,1,2022-11-27
LFB001824,L012,5,3,2,4,4,3,5,3,2,5,2022-11-27
LFB001825,L017,5,2,2,3,3,4,3,3,2,3,2022-11-27
LFB001826,L015,4,4,3,3,5,4,4,4,2,4,2022-11-27
LFB001827,L012,4,4,4,4,3,4,4,4,5,3,2022-11-27
LFB001828,L014,3,3,3,4,5,4,2,4,3,4,2022-11-27
LFB001829,L026,3,5,3,4,4,4,3,3,2,5,2022-11-27
LFB001830,L022,4,4,3,4,2,3,4,4,4,4,2022-11-27
LFB001831,L013,3,5,3,4,3,3,5,5,5,5,2022-11-27
LFB001832,L013,4,3,2,2,3,3,2,1,3,3,2022-11-28
LFB001833,L012,3,3,4,4,4,5,4,3,4,4,2022-11-28
LFB001834,L001,3,2,3,2,5,4,5,3,4,4,2022-11-28
LFB001835,L020,5,4,4,4,4,4,5,5,5,4,2022-11-28
LFB001836,L004,4,3,4,5,3,5,4,5,4,4,2022-11-28
LFB001837,L011,4,2,4,3,4,4,2,3,5,4,2022-11-28
LFB001838,L023,4,3,5,5,4,4,5,5,5,5,2022-11-28
LFB001839,L010,3,4,5,3,5,5,5,5,5,5,2022-11-28
LFB001840,L020,4,4,4,5,3,4,5,5,3,4,2022-11-28
LFB001841,L003,4,3,3,3,4,4,4,4,4,4,2022-11-28
LFB001842,L007,3,2,4,4,5,2,3,3,4,5,2022-11-28
LFB001843,L004,4,5,5,4,4,4,4,4,3,5,2022-11-28
LFB001844,L012,5,5,4,4,5,5,3,5,4,2,2022-11-28
LFB001845,L020,3,3,4,4,5,4,3,5,2,3,2022-11-28
LFB001846,L021,3,4,3,5,3,4,3,4,4,4,2022-11-28
LFB001847,L015,3,4,5,5,5,5,3,4,5,4,2022-11-28
LFB001848,L014,5,4,5,3,4,3,5,5,2,5,2022-11-28
LFB001849,L025,2,4,3,4,3,3,2,5,4,3,2022-11-28
LFB001850,L001,3,5,4,5,3,5,5,4,4,4,2022-11-28
LFB001851,L008,4,4,3,3,5,4,4,5,3,5,2022-11-28
LFB001852,L018,2,4,5,4,4,5,2,5,5,5,2022-11-28
LFB001853,L005,3,3,4,4,1,4,5,5,5,4,2022-11-28
LFB001854,L010,4,4,4,5,5,4,5,5,4,5,2022-11-28
LFB001855,L020,2,2,3,5,3,5,2,5,4,4,2022-11-28
LFB001856,L020,4,3,4,1,4,5,4,4,3,5,2022-11-28
LFB001857,L026,5,4,4,4,4,5,4,3,5,4,2022-11-28
LFB001858,L007,3,2,2,3,3,4,3,3,2,4,2022-11-28
LFB001859,L025,4,4,3,2,3,4,3,5,3,4,2022-11-28
LFB001860,L005,3,4,4,5,4,4,5,3,5,4,2022-11-28
LFB001861,L021,4,2,4,4,3,4,3,5,3,4,2022-11-28
LFB001862,L003,3,3,5,4,3,4,2,3,4,4,2022-11-28
LFB001863,L023,3,3,2,3,3,3,3,3,4,4,2022-11-29
LFB001864,L022,4,4,3,4,3,3,4,3,4,2,2022-11-29
LFB001865,L011,5,5,5,5,4,4,4,4,3,5,2022-11-29
LFB001866,L026,3,5,3,4,4,5,4,4,4,4,2022-11-29
LFB001867,L018,5,3,3,4,4,5,3,5,5,3,2022-11-29
LFB001868,L025,5,4,4,5,4,3,3,4,4,4,2022-11-29
LFB001869,L013,4,4,4,5,3,4,4,4,3,4,2022-11-29
LFB001870,L023,4,3,4,3,4,3,3,4,4,3,2022-11-29
LFB001871,L010,4,4,4,4,5,4,4,5,5,3,2022-11-29
LFB001872,L021,3,3,2,3,4,5,3,3,4,5,2022-11-29
LFB001873,L023,4,5,2,5,5,5,5,4,3,4,2022-11-29
LFB001874,L013,3,5,3,3,3,5,5,4,5,4,2022-11-29
LFB001875,L023,5,5,5,3,4,5,4,5,3,5,2022-11-29
LFB001876,L010,3,4,3,4,5,3,5,4,5,4,2022-11-29
LFB001877,L012,3,5,3,4,4,4,4,4,4,2,2022-11-29
LFB001878,L005,4,4,4,5,4,5,5,4,3,4,2022-11-29
LFB001879,L016,3,4,4,4,4,3,4,3,4,4,2022-11-29
LFB001880,L019,3,4,1,4,4,3,5,5,5,5,2022-11-29
LFB001881,L007,2,3,5,4,4,4,3,4,3,5,2022-11-29
LFB001882,L005,3,2,4,3,4,3,3,4,4,5,2022-11-29
LFB001883,L008,3,2,3,3,4,5,3,4,3,4,2022-11-29
LFB001884,L024,3,4,3,4,4,4,4,4,3,4,2022-11-29
LFB001885,L026,4,4,4,4,5,2,3,4,4,4,2022-11-29
LFB001886,L021,4,4,3,2,4,4,3,3,3,3,2022-11-30
LFB001887,L003,3,4,5,4,4,4,2,4,4,3,2022-11-30
LFB001888,L011,4,4,4,5,4,4,4,4,4,3,2022-11-30
LFB001889,L019,4,3,5,4,4,3,3,4,3,2,2022-11-30
LFB001890,L014,4,3,3,4,4,4,2,5,3,4,2022-11-30
LFB001891,L004,4,5,3,5,4,3,3,5,5,3,2022-11-30
LFB001892,L025,5,4,3,4,4,5,5,3,3,4,2022-11-30
LFB001893,L021,3,3,3,3,2,4,4,3,4,4,2022-11-30
LFB001894,L002,2,5,3,4,4,4,3,4,3,5,2022-11-30
LFB001895,L019,5,5,4,3,4,5,4,5,5,4,2022-11-30
LFB001896,L014,4,4,5,2,3,3,4,3,3,3,2022-11-30
LFB001897,L010,3,3,5,4,4,4,4,5,4,5,2022-11-30
LFB001898,L025,3,4,3,3,3,3,4,3,2,4,2022-11-30
LFB001899,L021,4,4,5,4,4,5,5,5,4,4,2022-11-30
LFB001900,L023,3,4,5,4,5,4,3,4,5,4,2022-11-30
LFB001901,L015,5,5,5,5,4,5,4,5,4,5,2022-11-30
LFB001902,L012,4,5,5,4,5,4,4,5,4,4,2022-11-30
LFB001903,L022,2,4,4,5,5,3,5,3,4,4,2022-11-30
LFB001904,L011,5,3,3,4,3,5,3,4,5,4,2022-11-30
LFB001905,L020,5,4,3,3,4,5,3,4,4,4,2022-11-30
LFB001906,L012,5,4,3,2,4,3,4,5,3,3,2022-11-30
LFB001907,L023,4,3,4,2,2,4,3,3,5,3,2022-12-01
LFB001908,L023,3,3,5,4,4,5,5,3,4,4,2022-12-01
LFB001909,L017,5,4,5,5,5,4,5,4,5,4,2022-12-01
LFB001910,L010,3,3,4,4,4,4,5,3,4,4,2022-12-01
LFB001911,L015,4,5,2,5,5,3,5,4,3,3,2022-12-01
LFB001912,L012,4,4,1,4,4,5,4,3,2,4,2022-12-01
LFB001913,L006,3,3,4,5,3,4,3,3,2,3,2022-12-01
LFB001914,L014,4,3,5,4,5,3,5,4,4,2,2022-12-01
LFB001915,L003,4,3,1,3,3,3,3,3,4,3,2022-12-01
LFB001916,L010,3,1,4,3,2,3,3,3,3,4,2022-12-01
LFB001917,L013,3,5,5,2,5,4,4,5,4,4,2022-12-01
LFB001918,L002,2,3,5,2,5,4,3,5,4,3,2022-12-01
LFB001919,L005,5,4,4,3,5,4,4,3,5,4,2022-12-01
LFB001920,L007,5,3,4,3,2,5,5,5,5,4,2022-12-01
LFB001921,L012,5,4,3,3,5,5,4,5,4,5,2022-12-01
LFB001922,L012,3,3,3,3,3,5,4,5,4,2,2022-12-01
LFB001923,L016,4,4,3,5,4,4,5,3,4,5,2022-12-01
LFB001924,L008,5,5,5,5,3,4,5,5,4,5,2022-12-01
LFB001925,L023,3,4,3,5,4,5,2,4,5,4,2022-12-01
LFB001926,L025,4,5,5,5,5,5,5,5,5,4,2022-12-01
LFB001927,L016,4,4,5,4,5,5,4,5,3,3,2022-12-01
LFB001928,L020,3,3,4,3,3,4,4,2,4,3,2022-12-01
LFB001929,L003,2,4,3,4,2,2,3,4,4,4,2022-12-01
LFB001930,L010,5,4,3,4,3,3,4,4,2,5,2022-12-01
LFB001931,L015,4,3,3,3,3,4,4,3,2,5,2022-12-01
LFB001932,L024,5,4,3,3,5,4,3,4,2,5,2022-12-01
LFB001933,L019,4,3,3,5,4,3,3,4,4,4,2022-12-01
LFB001934,L018,3,3,3,3,3,5,3,3,5,5,2022-12-02
LFB001935,L020,4,4,2,4,4,3,3,4,4,5,2022-12-02
LFB001936,L011,3,5,2,5,4,5,3,4,2,3,2022-12-02
LFB001937,L019,4,4,4,3,5,3,2,3,3,2,2022-12-02
LFB001938,L001,4,5,5,2,4,4,5,5,5,3,2022-12-02
LFB001939,L018,3,3,4,4,3,3,3,2,5,4,2022-12-02
LFB001940,L010,5,5,2,5,4,5,3,4,4,5,2022-12-02
LFB001941,L018,5,2,4,4,3,4,3,1,2,4,2022-12-02
