S_ID,Year,Completion
SX0505,2022-23,True
SX0506,2022-23,True
SX0507,2022-23,True
SX0508,2022-23,False
SX0509,2022-23,True
SX0510,2022-23,True
SX0511,2022-23,True
SX0512,2022-23,True
SX0513,2022-23,True
SX0514,2022-23,True
SX0515,2022-23,True
SX0516,2022-23,True
SX0517,2022-23,True
SX0518,2022-23,False
SX0519,2022-23,True
SX0520,2022-23,True
SX0521,2022-23,True
SX0522,2022-23,True
SX0523,2022-23,True
SX0524,2022-23,True
SX0525,2022-23,True
SX0526,2022-23,True
SX0527,2022-23,True
SX0528,2022-23,True
SX0529,2022-23,True
SX0530,2022-23,True
SX0531,2022-23,True
SX0532,2022-23,True
SX0533,2022-23,False
SX0534,2022-23,True
SX0535,2022-23,True
SX0536,2022-23,True
SX0537,2022-23,False
SX0538,2022-23,True
SX0539,2022-23,False
SX0540,2022-23,True
SX0541,2022-23,True
SX0542,2022-23,True
SX0543,2022-23,False
SX0544,2022-23,True
SX0545,2022-23,True
SX0546,2022-23,True
SX0547,2022-23,True
SX0548,2022-23,True
SX0549,2022-23,True
SX0550,2022-23,True
SX0551,2022-23,True
SX0552,2022-23,True
SX0553,2022-23,True
SX0554,2022-23,True
SX0555,2022-23,True
SX0556,2022-23,True
SX0557,2022-23,True
SX0558,2022-23,True
SX0559,2022-23,False
SX0560,2022-23,True
SX0561,2022-23,True
SX0562,2022-23,True
SX0563,2022-23,True
SX0564,2022-23,True
SX0565,2022-23,True
SX0566,2022-23,True
SX0567,2022-23,True
SX0568,2022-23,True
SX0569,2022-23,True
SX0570,2022-23,False
SX0571,2022-23,True
SX0572,2022-23,True
SX0573,2022-23,True
SX0574,2022-23,True
SX0575,2022-23,False
SX0576,2022-23,True
SX0577,2022-23,True
SX0578,2022-23,True
SX0579,2022-23,False
SX0580,2022-23,True
SX0581,2022-23,True
SX0582,2022-23,True
SX0583,2022-23,True
SX0584,2022-23,True
SX0585,2022-23,True
SX0586,2022-23,False
SX0587,2022-23,True
SX0588,2022-23,True
SX0589,2022-23,True
SX0590,2022-23,True
SX0591,2022-23,True
SX0592,2022-23,True
SX0593,2022-23,True
SX0594,2022-23,False
SX0595,2022-23,True
SX0596,2022-23,True
SX0597,2022-23,True
SX0598,2022-23,True
SX0599,2022-23,True
SX0600,2022-23,True
SX0601,2022-23,True
SX0602,2022-23,True
SX0603,2022-23,True
SX0604,2022-23,True
SX0605,2022-23,True
SX0606,2022-23,False
SX0607,2022-23,True
SX0608,2022-23,True
SX0609,2022-23,False
SX0610,2022-23,True
SX0611,2022-23,True
SX0612,2022-23,True
SX0613,2022-23,True
SX0614,2022-23,True
SX0615,2022-23,False
SX0616,2022-23,True
SX0617,2022-23,True
SX0618,2022-23,True
SX0619,2022-23,False
SX0620,2022-23,False
SX0621,2022-23,True
SX0622,2022-23,True
SX0623,2022-23,True
SX0624,2022-23,True
SX0625,2022-23,True
SX0626,2022-23,True
SX0627,2022-23,True
SX0628,2022-23,False
SX0629,2022-23,True
SX0630,2022-23,True
SX0631,2022-23,False
SX0632,2022-23,True
SX0633,2022-23,True
SX0634,2022-23,False
SX0635,2022-23,True
SX0636,2022-23,True
SX0637,2022-23,True
SX0638,2022-23,True
SX0639,2022-23,True
SX0640,2022-23,True
SX0641,2022-23,True
SX0642,2022-23,True
SX0643,2022-23,True
SX0644,2022-23,True
SX0645,2022-23,True
SX0646,2022-23,True
SX0647,2022-23,True
SX0648,2022-23,True
SX0649,2022-23,True
SX0650,2022-23,True
SX0651,2022-23,True
SX0652,2022-23,True
SX0653,2022-23,True
SX0654,2022-23,True
SX0655,2022-23,True
SX0656,2022-23,True
SX0657,2022-23,True
SX0658,2022-23,True
SX0659,2022-23,True
SX0660,2022-23,True
SX0661,2022-23,False
SX0662,2022-23,True
SX0663,2022-23,True
SX0664,2022-23,True
SX0665,2022-23,True
SX0666,2022-23,True
SX0667,2022-23,True
SX0668,2022-23,True
SX0669,2022-23,False
SX0670,2022-23,True
SX0671,2022-23,False
SX0672,2022-23,True
SX0673,2022-23,True
SX0674,2022-23,True
SX0675,2022-23,True
SX0676,2022-23,True
SX0677,2022-23,True
SX0678,2022-23,True
SX0679,2022-23,True
SX0680,2022-23,True
SX0681,2022-23,True
SX0682,2022-23,True
SX0683,2022-23,True
SX0684,2022-23,True
SX0685,2022-23,False
SX0686,2022-23,True
SX0687,2022-23,True
SX0688,2022-23,True
SX0689,2022-23,False
SX0690,2022-23,True
SX0691,2022-23,False
SX0692,2022-23,True
SX0693,2022-23,True
SX0694,2022-23,False
SX0695,2022-23,True
SX0696,2022-23,False
SX0697,2022-23,True
SX0698,2022-23,True
SX0699,2022-23,True
SX0700,2022-23,True
SX0701,2022-23,False
SX0702,2022-23,True
SX0703,2022-23,False
SX0704,2022-23,True
SX0705,2022-23,False
SX0706,2022-23,True
SX0707,2022-23,True
SX0708,2022-23,True
SX0709,2022-23,True
SX0710,2022-23,True
SX0711,2022-23,False
SX0712,2022-23,True
SX0713,2022-23,True
SX0714,2022-23,True
SX0715,2022-23,True
SX0716,2022-23,True
SX0717,2022-23,True
SX0718,2022-23,True
SX0719,2022-23,True
SX0720,2022-23,True
SX0721,2022-23,False
SX0722,2022-23,True
SX0723,2022-23,True
SX0724,2022-23,True
SX0725,2022-23,False
SX0726,2022-23,False
SX0727,2022-23,False
SX0728,2022-23,True
SX0729,2022-23,False
SX0730,2022-23,True
SX0731,2022-23,False
SX0732,2022-23,True
SX0733,2022-23,True
SX0734,2022-23,True
SX0735,2022-23,True
SX0736,2022-23,True
SX0737,2022-23,True
SX0738,2022-23,True
SX0739,2022-23,True
SX0740,2022-23,False
SX0741,2022-23,True
SX0742,2022-23,False
SX0743,2022-23,True
SX0744,2022-23,False
SX0745,2022-23,True
SX0746,2022-23,True
SX0747,2022-23,True
SX0748,2022-23,True
SX0749,2022-23,True
SX0750,2022-23,True
SX0751,2022-23,True
SX0752,2022-23,True
SX0753,2022-23,False
SX0754,2022-23,True
SX0755,2022-23,True
SX0756,2022-23,True
SX0757,2022-23,True
SX0758,2022-23,True
SX0759,2022-23,True
SX0760,2022-23,True
SX0761,2022-23,True
SX0762,2022-23,True
SX0763,2022-23,False
SX0764,2022-23,True
SX0765,2022-23,False
SX0766,2022-23,True
SX0767,2022-23,True
SX0768,2022-23,True
SX0769,2022-23,True
SX0770,2022-23,True
SX0771,2022-23,True
SX0772,2022-23,True
SX0773,2022-23,True
SX0774,2022-23,False
SX0775,2022-23,True
SX0776,2022-23,True
SX0777,2022-23,True
SX0778,2022-23,True
SX0779,2022-23,False
SX0780,2022-23,True
SX0781,2022-23,True
SX0782,2022-23,True
SX0783,2022-23,False
SX0784,2022-23,True
SX0785,2022-23,False
SX0786,2022-23,True
SX0787,2022-23,True
SX0788,2022-23,True
SX0789,2022-23,True
SX0790,2022-23,True
SX0791,2022-23,False
SX0792,2022-23,True
SX0793,2022-23,True
SX0794,2022-23,True
SX0795,2022-23,True
SX0796,2022-23,True
SX0797,2022-23,False
SX0798,2022-23,True
SX0799,2022-23,True
SX0800,2022-23,True
SX0801,2022-23,True
SX0802,2022-23,True
SX0803,2022-23,True
SX0804,2022-23,True
SX0805,2022-23,True
SX0806,2022-23,True
SX0807,2022-23,True
SX0808,2022-23,False
SX0809,2022-23,True
SX0810,2022-23,False
SX0811,2022-23,True
SX0812,2022-23,False
SX0813,2022-23,True
SX0814,2022-23,True
SX0815,2022-23,True
SX0816,2022-23,True
SX0817,2022-23,True
SX0818,2022-23,True
SX0819,2022-23,True
SX0820,2022-23,True
SX0821,2022-23,True
SX0822,2022-23,True
SX0823,2022-23,False
SX0824,2022-23,False
SX0825,2022-23,False
SX0826,2022-23,True
SX0827,2022-23,True
SX0828,2022-23,True
SX0829,2022-23,True
SX0830,2022-23,True
SX0831,2022-23,True
SX0832,2022-23,True
SX0833,2022-23,True
SX0834,2022-23,True
SX0835,2022-23,False
SX0836,2022-23,False
SX0837,2022-23,True
SX0838,2022-23,False
SX0839,2022-23,True
SX0840,2022-23,True
SX0841,2022-23,True
SX0842,2022-23,False
SX0843,2022-23,True
SX0844,2022-23,True
SX0845,2022-23,True
SX0846,2022-23,True
SX0847,2022-23,True
SX0848,2022-23,True
SX0849,2022-23,True
SX0850,2022-23,True
SX0851,2022-23,True
SX0852,2022-23,True
SX0853,2022-23,True
SX0854,2022-23,True
SX0855,2022-23,True
SX0856,2022-23,True
SX0857,2022-23,True
SX0858,2022-23,False
SX0859,2022-23,True
SX0860,2022-23,True
SX0861,2022-23,True
SX0862,2022-23,True
SX0863,2022-23,True
SX0864,2022-23,True
SX0865,2022-23,True
SX0866,2022-23,True
SX0867,2022-23,True
SX0868,2022-23,True
SX0869,2022-23,False
SX0870,2022-23,True
SX0871,2022-23,True
SX0872,2022-23,True
SX0873,2022-23,True
SX0874,2022-23,True
SX0875,2022-23,True
SX0876,2022-23,True
SX0877,2022-23,True
SX0878,2022-23,False
SX0879,2022-23,True
SX0880,2022-23,False
SX0881,2022-23,True
SX0882,2022-23,True
SX0883,2022-23,True
SX0884,2022-23,True
SX0885,2022-23,True
SX0886,2022-23,False
SX0887,2022-23,True
SX0888,2022-23,True
SX0889,2022-23,True
SX0890,2022-23,True
SX0891,2022-23,True
SX0892,2022-23,True
SX0893,2022-23,True
SX0894,2022-23,True
SX0895,2022-23,True
SX0896,2022-23,True
SX0897,2022-23,False
SX0898,2022-23,True
SX0899,2022-23,True
SX0900,2022-23,True
SX0901,2022-23,False
SX0902,2022-23,True
SX0903,2022-23,True
SX0904,2022-23,True
SX0905,2022-23,True
SX0906,2022-23,True
SX0907,2022-23,True
SX0908,2022-23,False
SX0909,2022-23,True
SX0910,2022-23,False
SX0911,2022-23,False
SX0912,2022-23,True
SX0913,2022-23,False
SX0914,2022-23,True
SX0915,2022-23,True
SX0916,2022-23,True
SX0917,2022-23,True
SX0918,2022-23,True
SX0919,2022-23,True
SX0920,2022-23,True
SX0921,2022-23,False
SX0922,2022-23,True
SX0923,2022-23,True
SX0924,2022-23,False
SX0925,2022-23,True
SX0926,2022-23,True
SX0927,2022-23,True
SX0928,2022-23,True
SX0929,2022-23,True
SX0930,2022-23,False
SX0931,2022-23,True
SX0932,2022-23,False
SX0933,2022-23,True
SX0934,2022-23,True
SX0935,2022-23,True
SX0936,2022-23,True
SX0937,2022-23,True
SX0938,2022-23,True
SX0939,2022-23,True
SX0940,2022-23,True
SX0941,2022-23,True
SX0942,2022-23,True
SX0943,2022-23,True
SX0944,2022-23,True
SX0945,2022-23,True
SX0946,2022-23,False
SX0947,2022-23,True
SX0948,2022-23,True
SX0949,2022-23,True
SX0950,2022-23,True
SX0951,2022-23,True
SX0952,2022-23,True
SX0953,2022-23,True
SX0954,2022-23,True
SX0955,2022-23,True
SX0956,2022-23,False
SX0957,2022-23,True
SX0958,2022-23,True
SX0959,2022-23,True
SX0960,2022-23,True
SX0961,2022-23,True
SX0962,2022-23,True
SX0963,2022-23,False
SX0964,2022-23,True
SX0965,2022-23,True
SX0966,2022-23,True
SX0967,2022-23,True
SX0968,2022-23,True
SX0969,2022-23,True
SX0970,2022-23,True
SX0971,2022-23,True
SX0972,2022-23,True
SX0973,2022-23,True
SX0974,2022-23,True
SX0975,2022-23,True
SX0976,2022-23,True
SX0977,2022-23,False
SX0978,2022-23,True
SX0979,2022-23,True
SX0980,2022-23,True
SX0981,2022-23,True
SX0982,2022-23,True
SX0983,2022-23,True
SX0984,2022-23,True
SX0985,2022-23,True
SX0986,2022-23,False
SX0987,2022-23,True
SX0988,2022-23,True
SX0989,2022-23,True
SX0990,2022-23,True
SX0991,2022-23,True
SX0992,2022-23,True
SX0993,2022-23,True
SX0994,2022-23,True
SX0995,2022-23,True
SX0996,2022-23,True
SX0997,2022-23,True
SX0998,2022-23,True
SX0999,2022-23,True
SX1000,2022-23,False
SX1001,2022-23,True
SX1002,2022-23,True
SX1003,2022-23,True
SX1004,2022-23,True
SX1005,2022-23,True
SX1006,2022-23,False
SX1007,2022-23,True
SX1008,2022-23,True
SX1009,2022-23,True
SX1010,2022-23,True
SX1011,2022-23,True
SX1012,2022-23,True
SX1013,2022-23,True
SX1014,2022-23,True
SX1015,2022-23,True
SX1016,2022-23,True
SX1017,2022-23,False
SX1018,2022-23,True
SX1019,2022-23,False
SX1020,2022-23,True
SX1021,2022-23,True
SX1022,2022-23,True
SX1023,2022-23,False
SX1024,2022-23,True
SX1025,2022-23,True
SX1026,2022-23,True
SX1027,2022-23,True
SX1028,2022-23,True
SX1029,2022-23,True
SX1030,2022-23,True
SX1031,2022-23,True
SX1032,2022-23,True
SX1033,2022-23,True
SX1034,2022-23,False
SX1035,2022-23,True
SX1036,2022-23,True
SX1037,2022-23,False
SX1038,2022-23,True
SX1039,2022-23,True
SX1040,2022-23,True
SX1041,2022-23,True
SX1042,2022-23,True
SX1043,2022-23,True
SX1044,2022-23,True
SX1045,2022-23,True
SX1046,2022-23,True
SX1047,2022-23,True
SX1048,2022-23,True
SX1049,2022-23,False
SX1050,2022-23,True
SX1051,2022-23,True
SX1052,2022-23,True
SX1053,2022-23,False
SX1054,2022-23,True
SX1055,2022-23,True
SX1056,2022-23,True
SX1057,2022-23,True
SX1058,2022-23,True
SX1059,2022-23,False
SX1060,2022-23,True
SX1061,2022-23,True
SX1062,2022-23,True
SX1063,2022-23,True
SX1064,2022-23,True
SX1065,2022-23,True
SX1066,2022-23,True
SX1067,2022-23,True
SX1068,2022-23,True
SX1069,2022-23,True
SX1070,2022-23,False
SX1071,2022-23,False
SX1072,2022-23,True
SX1073,2022-23,True
SX1074,2022-23,False
SX1075,2022-23,True
SX1076,2022-23,True
SX1077,2022-23,False
SX1078,2022-23,True
SX1079,2022-23,True
SX1080,2022-23,False
SX1081,2022-23,False
SX1082,2022-23,True
SX1083,2022-23,True
SX1084,2022-23,True
SX1085,2022-23,True
SX1086,2022-23,True
SX1087,2022-23,True
SX1088,2022-23,True
SX1089,2022-23,True
SX1090,2022-23,True
SX1091,2022-23,True
SX1092,2022-23,False
SX1093,2022-23,False
SX1094,2022-23,True
SX1095,2022-23,True
SX1096,2022-23,True
SX1097,2022-23,True
SX1098,2022-23,True
SX1099,2022-23,True
SX1100,2022-23,True
SX1101,2022-23,True
SX1102,2022-23,True
SX1103,2022-23,False
SX1104,2022-23,True
SX1105,2022-23,True
SX1106,2022-23,True
SX1107,2022-23,True
SX1108,2022-23,True
SX1109,2022-23,False
SX1110,2022-23,True
SX1111,2022-23,True
SX1112,2022-23,True
SX1113,2022-23,True
SX1114,2022-23,True
SX1115,2022-23,True
SX1116,2022-23,True
SX1117,2022-23,True
SX1118,2022-23,True
SX1119,2022-23,False
SX1120,2022-23,True
SX1121,2022-23,False
SX1122,2022-23,True
SX1123,2022-23,True
SX1124,2022-23,True
SX1125,2022-23,True
SX1126,2022-23,True
SX1127,2022-23,True
SX1128,2022-23,True
SX1129,2022-23,False
SX1130,2022-23,False
SX1131,2022-23,True
SX1132,2022-23,True
SX1133,2022-23,True
SX1134,2022-23,True
SX1135,2022-23,True
SX1136,2022-23,True
SX1137,2022-23,True
SX1138,2022-23,True
SX1139,2022-23,True
SX1140,2022-23,True
SX1141,2022-23,True
SX1142,2022-23,True
SX1143,2022-23,True
SX1144,2022-23,True
SX1145,2022-23,True
SX1146,2022-23,True
SX1147,2022-23,True
SX1148,2022-23,True
SX1149,2022-23,True
SX1150,2022-23,False
SX1151,2022-23,True
SX1152,2022-23,True
SX1153,2022-23,True
SX1154,2022-23,True
SX1155,2022-23,True
SX1156,2022-23,False
SX1157,2022-23,True
SX1158,2022-23,True
SX1159,2022-23,True
SX1160,2022-23,True
SX1161,2022-23,True
SX1162,2022-23,True
SX1163,2022-23,True
SX1164,2022-23,True
SX1165,2022-23,True
SX1166,2022-23,True
SX1167,2022-23,True
SX1168,2022-23,True
SX1169,2022-23,False
SX1170,2022-23,True
SX1171,2022-23,True
SX1172,2022-23,False
SX1173,2022-23,True
SX1174,2022-23,False
SX1175,2022-23,True
SX1176,2022-23,True
SX1177,2022-23,True
SX1178,2022-23,True
SX1179,2022-23,True
SX1180,2022-23,True
SX1181,2022-23,True
SX1182,2022-23,True
SX1183,2022-23,True
SX1184,2022-23,True
SX1185,2022-23,True
SX1186,2022-23,True
SX1187,2022-23,True
SX1188,2022-23,True
SX1189,2022-23,True
SX1190,2022-23,True
SX1191,2022-23,True
SX1192,2022-23,True
SX1193,2022-23,False
SX1194,2022-23,False
SX1195,2022-23,True
SX1196,2022-23,True
SX1197,2022-23,True
SX1198,2022-23,True
SX1199,2022-23,False
SX1200,2022-23,True
SX1201,2022-23,True
SX1202,2022-23,True
SX1203,2022-23,True
SX1204,2022-23,True
SX1205,2022-23,True
SX1206,2022-23,False
SX1207,2022-23,True
SX1208,2022-23,False
SX1209,2022-23,False
SX1210,2022-23,True
SX1211,2022-23,True
SX1212,2022-23,True
SX1213,2022-23,True
SX1214,2022-23,True
SX1215,2022-23,True
SX1216,2022-23,True
SX1217,2022-23,True
SX1218,2022-23,True
SX1219,2022-23,True
SX1220,2022-23,True
SX1221,2022-23,False
SX1222,2022-23,True
SX1223,2022-23,False
SX1224,2022-23,True
SX1225,2022-23,False
SX1226,2022-23,False
SX1227,2022-23,False
SX1228,2022-23,True
SX1229,2022-23,True
SX1230,2022-23,True
SX1231,2022-23,True
SX1232,2022-23,True
SX1233,2022-23,True
SX1234,2022-23,True
SX1235,2022-23,False
SX1236,2022-23,True
SX1237,2022-23,True
SX1238,2022-23,True
SX1239,2022-23,False
SX1240,2022-23,True
SX1241,2022-23,True
SX1242,2022-23,True
SX1243,2022-23,True
SX1244,2022-23,True
SX1245,2022-23,True
SX1246,2022-23,True
SX1247,2022-23,False
SX1248,2022-23,True
SX1249,2022-23,True
SX1250,2022-23,True
SX1251,2022-23,False
SX1252,2022-23,True
SX1253,2022-23,True
SX1254,2022-23,True
SX1255,2022-23,True
SX1256,2022-23,True
SX1257,2022-23,True
SX1258,2022-23,True
SX1259,2022-23,True
SX1260,2022-23,True
SX1261,2022-23,False
SX1262,2022-23,True
SX1263,2022-23,False
SX1264,2022-23,True
SX1265,2022-23,True
SX1266,2022-23,True
SX1267,2022-23,True
SX1268,2022-23,True
SX1269,2022-23,True
SX1270,2022-23,True
SX1271,2022-23,True
SX1272,2022-23,True
SX1273,2022-23,True
SX1274,2022-23,False
SX1275,2022-23,True
SX1276,2022-23,True
SX1277,2022-23,True
SX1278,2022-23,True
SX1279,2022-23,True
SX1280,2022-23,True
SX1281,2022-23,True
SX1282,2022-23,True
SX1283,2022-23,True
SX1284,2022-23,True
SX1285,2022-23,True
SX1286,2022-23,True
SX1287,2022-23,True
SX1288,2022-23,True
SX1289,2022-23,True
SX1290,2022-23,True
SX1291,2022-23,True
SX1292,2022-23,True
SX1293,2022-23,True
SX1294,2022-23,True
SX1295,2022-23,True
SX1296,2022-23,True
SX1297,2022-23,True
SX1298,2022-23,False
SX1299,2022-23,True
SX1300,2022-23,True
SX1301,2022-23,True
SX1302,2022-23,True
SX1303,2022-23,True
SX1304,2022-23,True
SX1305,2022-23,True
SX1306,2022-23,True
SX1307,2022-23,True
SX1308,2022-23,False
SX1309,2022-23,True
SX1310,2022-23,True
SX1311,2022-23,True
SX1312,2022-23,True
SX1313,2022-23,True
SX1314,2022-23,True
SX1315,2022-23,True
SX1316,2022-23,False
SX1317,2022-23,True
SX1318,2022-23,True
SX1319,2022-23,True
SX1320,2022-23,False
ST0003,2023-24,True
ST0006,2023-24,False
ST0008,2023-24,True
ST0009,2023-24,False
ST0011,2023-24,False
ST0012,2023-24,True
ST0014,2023-24,True
ST0015,2023-24,False
ST0019,2023-24,True
ST0022,2023-24,True
ST0023,2023-24,True
ST0026,2023-24,True
ST0030,2023-24,True
ST0031,2023-24,True
ST0036,2023-24,True
ST0037,2023-24,True
ST0046,2023-24,True
ST0049,2023-24,True
ST0051,2023-24,True
ST0053,2023-24,True
ST0055,2023-24,True
ST0060,2023-24,False
ST0063,2023-24,True
ST0065,2023-24,True
ST0067,2023-24,True
ST0069,2023-24,True
ST0071,2023-24,False
ST0072,2023-24,False
ST0073,2023-24,True
ST0074,2023-24,False
ST0075,2023-24,True
ST0082,2023-24,True
ST0083,2023-24,True
ST0085,2023-24,True
ST0096,2023-24,True
ST0099,2023-24,True
ST0101,2023-24,True
ST0105,2023-24,True
ST0111,2023-24,True
ST0117,2023-24,False
ST0121,2023-24,True
ST0131,2023-24,True
ST0132,2023-24,True
ST0134,2023-24,True
ST0135,2023-24,True
ST0136,2023-24,True
ST0138,2023-24,True
ST0140,2023-24,True
ST0143,2023-24,True
ST0145,2023-24,True
ST0146,2023-24,True
ST0148,2023-24,True
ST0151,2023-24,True
ST0153,2023-24,True
ST0157,2023-24,True
ST0161,2023-24,True
ST0166,2023-24,True
ST0167,2023-24,True
ST0171,2023-24,True
ST0174,2023-24,False
ST0176,2023-24,True
ST0178,2023-24,True
ST0180,2023-24,True
ST0181,2023-24,True
ST0182,2023-24,True
ST0189,2023-24,False
ST0192,2023-24,True
ST0194,2023-24,False
ST0196,2023-24,True
ST0199,2023-24,True
ST0201,2023-24,True
ST0202,2023-24,True
ST0203,2023-24,True
ST0207,2023-24,False
ST0209,2023-24,True
ST0210,2023-24,True
ST0216,2023-24,True
ST0218,2023-24,True
ST0229,2023-24,True
ST0233,2023-24,True
ST0236,2023-24,False
ST0242,2023-24,True
ST0245,2023-24,True
ST0249,2023-24,True
ST0252,2023-24,True
ST0253,2023-24,True
ST0256,2023-24,True
ST0259,2023-24,True
ST0260,2023-24,True
ST0261,2023-24,True
ST0262,2023-24,True
ST0265,2023-24,True
ST0266,2023-24,True
ST0267,2023-24,True
ST0270,2023-24,True
ST0272,2023-24,False
ST0275,2023-24,True
ST0276,2023-24,True
ST0280,2023-24,True
ST0284,2023-24,False
ST0286,2023-24,True
ST0287,2023-24,True
ST0289,2023-24,True
ST0293,2023-24,True
ST0294,2023-24,True
ST0297,2023-24,True
ST0301,2023-24,False
ST0307,2023-24,True
ST0310,2023-24,True
ST0311,2023-24,True
ST0318,2023-24,True
ST0323,2023-24,True
ST0329,2023-24,True
ST0333,2023-24,True
ST0334,2023-24,True
ST0341,2023-24,False
ST0345,2023-24,False
ST0346,2023-24,True
ST0348,2023-24,True
ST0353,2023-24,True
ST0354,2023-24,True
ST0355,2023-24,True
ST0357,2023-24,True
ST0359,2023-24,True
ST0361,2023-24,False
ST0363,2023-24,True
ST0369,2023-24,True
ST0371,2023-24,True
ST0379,2023-24,True
ST0383,2023-24,True
ST0392,2023-24,True
ST0398,2023-24,True
ST0400,2023-24,True
ST0404,2023-24,True
ST0405,2023-24,False
ST0406,2023-24,True
ST0414,2023-24,True
ST0416,2023-24,True
ST0423,2023-24,True
ST0425,2023-24,False
ST0426,2023-24,True
ST0427,2023-24,True
ST0435,2023-24,True
ST0436,2023-24,True
ST0439,2023-24,True
ST0445,2023-24,True
ST0446,2023-24,True
ST0448,2023-24,True
ST0457,2023-24,False
ST0459,2023-24,True
ST0461,2023-24,False
ST0463,2023-24,True
ST0466,2023-24,True
ST0467,2023-24,True
ST0473,2023-24,True
ST0474,2023-24,True
ST0475,2023-24,True
ST0477,2023-24,True
ST0479,2023-24,False
ST0484,2023-24,True
ST0490,2023-24,True
ST0493,2023-24,True
ST0498,2023-24,True
ST0507,2023-24,True
ST0511,2023-24,True
ST0520,2023-24,True
ST0521,2023-24,True
ST0526,2023-24,True
ST0528,2023-24,True
ST0530,2023-24,True
ST0532,2023-24,True
ST0533,2023-24,True
ST0547,2023-24,True
ST0548,2023-24,True
ST0550,2023-24,True
ST0561,2023-24,True
ST0562,2023-24,True
ST0563,2023-24,True
ST0564,2023-24,True
ST0565,2023-24,True
ST0566,2023-24,True
ST0567,2023-24,True
ST0568,2023-24,True
ST0569,2023-24,True
ST0571,2023-24,True
ST0573,2023-24,True
ST0574,2023-24,True
ST0577,2023-24,True
ST0579,2023-24,True
ST0580,2023-24,True
ST0582,2023-24,True
ST0583,2023-24,True
ST0588,2023-24,False
ST0590,2023-24,True
ST0600,2023-24,True
ST0602,2023-24,True
ST0604,2023-24,True
ST0605,2023-24,True
ST0607,2023-24,True
ST0608,2023-24,True
ST0609,2023-24,True
ST0611,2023-24,True
ST0619,2023-24,False
ST0628,2023-24,True
ST0632,2023-24,True
ST0635,2023-24,True
ST0636,2023-24,True
ST0640,2023-24,False
ST0641,2023-24,True
ST0642,2023-24,True
ST0649,2023-24,True
ST0651,2023-24,True
ST0652,2023-24,True
ST0654,2023-24,True
ST0655,2023-24,True
ST0657,2023-24,True
ST0658,2023-24,False
ST0660,2023-24,True
ST0661,2023-24,True
ST0665,2023-24,True
ST0666,2023-24,True
ST0667,2023-24,True
ST0669,2023-24,True
ST0671,2023-24,False
ST0672,2023-24,True
ST0673,2023-24,True
ST0674,2023-24,True
ST0676,2023-24,False
ST0680,2023-24,True
ST0681,2023-24,False
ST0682,2023-24,True
ST0683,2023-24,True
ST0684,2023-24,True
ST0688,2023-24,True
ST0696,2023-24,True
ST0698,2023-24,True
ST0700,2023-24,True
ST0704,2023-24,False
ST0706,2023-24,True
ST0709,2023-24,True
ST0720,2023-24,True
ST0724,2023-24,True
ST0725,2023-24,True
ST0726,2023-24,True
ST0731,2023-24,True
ST0734,2023-24,True
ST0737,2023-24,True
ST0738,2023-24,False
ST0739,2023-24,True
ST0743,2023-24,False
ST0744,2023-24,True
ST0746,2023-24,True
ST0748,2023-24,False
ST0751,2023-24,True
ST0754,2023-24,True
ST0761,2023-24,True
ST0762,2023-24,True
ST0763,2023-24,True
ST0765,2023-24,True
ST0768,2023-24,True
ST0773,2023-24,True
ST0795,2023-24,True
ST0799,2023-24,True
ST0800,2023-24,True
ST0801,2023-24,True
ST0802,2023-24,True
ST0803,2023-24,True
ST0808,2023-24,True
ST0809,2023-24,True
ST0810,2023-24,True
ST0814,2023-24,True
ST0815,2023-24,True
ST0816,2023-24,True
ST0817,2023-24,True
ST0820,2023-24,True
ST0822,2023-24,True
ST0823,2023-24,True
ST0828,2023-24,False
ST0830,2023-24,True
ST0834,2023-24,True
ST0836,2023-24,True
ST0840,2023-24,True
ST0843,2023-24,True
ST0854,2023-24,True
ST0856,2023-24,True
ST0857,2023-24,True
ST0858,2023-24,True
ST0861,2023-24,True
ST0862,2023-24,True
ST0865,2023-24,True
ST0866,2023-24,False
ST0867,2023-24,False
ST0870,2023-24,True
ST0871,2023-24,True
ST0873,2023-24,True
ST0874,2023-24,True
ST0875,2023-24,True
ST0877,2023-24,True
ST0878,2023-24,True
ST0879,2023-24,True
ST0883,2023-24,True
ST0885,2023-24,True
ST0889,2023-24,True
ST0891,2023-24,True
ST0895,2023-24,True
ST0896,2023-24,True
ST0897,2023-24,True
ST0907,2023-24,True
ST0912,2023-24,True
ST0913,2023-24,True
ST0914,2023-24,True
ST0918,2023-24,True
ST0921,2023-24,True
ST0922,2023-24,True
ST0923,2023-24,True
ST0927,2023-24,True
ST0929,2023-24,True
ST0930,2023-24,False
ST0934,2023-24,True
ST0936,2023-24,True
ST0937,2023-24,True
ST0938,2023-24,True
ST0943,2023-24,True
ST0944,2023-24,True
ST0951,2023-24,True
ST0958,2023-24,True
ST0962,2023-24,True
ST0965,2023-24,True
ST0966,2023-24,True
ST0968,2023-24,True
ST0969,2023-24,True
ST0973,2023-24,True
ST0974,2023-24,True
ST0975,2023-24,True
ST0979,2023-24,False
ST0983,2023-24,True
ST0988,2023-24,True
ST0994,2023-24,True
ST0999,2023-24,True
ST1000,2023-24,True
SX0661,2023-24,True
SX0662,2023-24,True
SX0663,2023-24,True
SX0664,2023-24,True
SX0665,2023-24,True
SX0666,2023-24,True
SX0667,2023-24,True
SX0668,2023-24,True
SX0669,2023-24,True
