Feedback_ID,Faculty_ID,Course_ID,Date,Communication,Subject_Knowledge,Interaction,Doubt_Resolution,Syllabus_Completion,Practical_Example
FB003096,F022,C064,2022-04-13,3,4,2,3,3,2
FB003097,F055,C072,2022-04-13,3,5,3,3,3,3
FB003098,F019,C075,2022-04-13,3,4,3,3,4,3
FB003099,F030,C030,2022-04-13,5,3,4,4,4,4
FB003100,F003,C059,2022-04-13,4,5,2,5,4,4
FB003101,F016,C016,2022-04-13,5,5,3,5,5,3
FB003102,F053,C068,2022-04-13,4,3,4,5,5,4
FB003103,F055,C070,2022-04-13,4,4,3,4,4,4
FB003104,F063,C077,2022-04-13,4,3,4,3,5,5
FB003105,F051,C044,2022-04-13,3,5,3,3,4,3
FB003106,F059,C078,2022-04-13,4,4,4,5,4,5
FB003107,F041,C038,2022-04-13,5,3,5,4,5,3
FB003108,F031,C032,2022-04-13,3,5,3,3,3,4
FB003109,F019,C075,2022-04-13,4,3,4,5,4,4
FB003110,F052,C043,2022-04-13,4,4,3,3,4,3
FB003111,F062,C080,2022-04-13,4,5,5,4,3,5
FB003112,F006,C006,2022-04-13,3,4,3,5,5,4
FB003113,F010,C010,2022-04-13,5,4,4,4,3,3
FB003114,F059,C079,2022-04-14,5,4,3,4,4,4
FB003115,F009,C009,2022-04-14,3,2,3,2,3,4
FB003116,F013,C034,2022-04-14,5,5,4,5,3,4
FB003117,F067,C086,2022-04-14,4,4,5,4,4,4
FB003118,F041,C042,2022-04-14,5,3,4,4,4,3
FB003119,F056,C071,2022-04-14,4,5,3,5,4,4
FB003120,F064,C089,2022-04-14,3,5,3,3,4,3
FB003121,F059,C082,2022-04-14,3,4,3,2,4,4
FB003122,F033,C055,2022-04-14,4,5,4,4,5,5
FB003123,F065,C090,2022-04-14,5,5,3,4,5,5
FB003124,F055,C072,2022-04-14,4,4,4,4,4,5
FB003125,F052,C049,2022-04-14,2,4,3,4,3,2
FB003126,F065,C090,2022-04-14,5,3,3,4,4,4
FB003127,F003,C003,2022-04-14,5,3,4,3,4,4
FB003128,F025,C052,2022-04-14,4,4,5,3,5,4
FB003129,F016,C016,2022-04-14,3,2,2,3,3,2
FB003130,F041,C038,2022-04-14,4,4,5,4,4,3
FB003131,F070,C061,2022-04-14,4,4,3,3,3,3
FB003132,F022,C064,2022-04-14,3,5,4,3,5,5
FB003133,F041,C042,2022-04-14,3,4,4,5,4,3
FB003134,F007,C007,2022-04-14,2,4,3,3,4,3
FB003135,F052,C050,2022-04-14,5,3,2,2,3,2
FB003136,F059,C079,2022-04-14,4,4,3,4,4,5
FB003137,F028,C040,2022-04-14,3,3,2,2,3,2
FB003138,F055,C070,2022-04-14,2,3,2,1,3,3
FB003139,F056,C065,2022-04-14,4,5,4,3,3,1
FB003140,F058,C069,2022-04-14,4,4,5,3,4,3
FB003141,F037,C014,2022-04-14,4,4,3,4,4,4
FB003142,F051,C047,2022-04-14,4,5,3,2,5,5
FB003143,F020,C029,2022-04-14,3,3,4,4,4,4
FB003144,F028,C039,2022-04-14,4,2,4,3,3,3
FB003145,F019,C019,2022-04-14,5,5,4,5,5,5
FB003146,F051,C047,2022-04-14,5,5,4,3,5,4
FB003147,F070,C062,2022-04-14,4,4,4,4,3,3
FB003148,F051,C047,2022-04-14,2,5,4,3,5,4
FB003149,F020,C020,2022-04-14,2,4,3,3,2,4
FB003150,F006,C006,2022-04-14,4,3,4,5,5,4
FB003151,F064,C087,2022-04-14,4,4,3,3,5,3
FB003152,F002,C002,2022-04-14,4,5,4,3,2,4
FB003153,F006,C006,2022-04-14,4,4,3,3,4,3
FB003154,F003,C059,2022-04-14,5,4,3,4,4,3
FB003155,F002,C002,2022-04-14,5,4,4,3,4,2
FB003156,F051,C045,2022-04-14,4,2,3,3,3,2
FB003157,F010,C051,2022-04-14,4,4,4,4,3,4
FB003158,F064,C089,2022-04-14,2,4,2,5,2,4
FB003159,F043,C036,2022-04-15,4,4,4,4,5,5
FB003160,F041,C037,2022-04-15,4,5,3,4,4,3
FB003161,F019,C075,2022-04-15,4,3,3,2,4,3
FB003162,F044,C035,2022-04-15,3,5,4,4,5,5
FB003163,F043,C036,2022-04-15,3,4,3,3,5,3
FB003164,F052,C046,2022-04-15,3,4,3,4,4,4
FB003165,F060,C083,2022-04-15,2,5,3,3,3,4
FB003166,F065,C091,2022-04-15,4,2,4,2,2,3
FB003167,F065,C091,2022-04-15,4,4,1,3,3,3
FB003168,F010,C010,2022-04-15,4,4,3,5,4,4
FB003169,F064,C087,2022-04-15,3,5,4,4,4,4
FB003170,F001,C001,2022-04-15,2,3,3,5,4,3
FB003171,F011,C056,2022-04-15,4,4,4,4,4,5
FB003172,F070,C063,2022-04-15,3,3,2,3,4,3
FB003173,F033,C057,2022-04-15,4,5,4,2,4,3
FB003174,F065,C091,2022-04-15,4,4,4,5,4,3
FB003175,F074,C073,2022-04-15,2,4,3,3,3,1
FB003176,F015,C015,2022-04-15,2,3,4,1,3,2
FB003177,F027,C027,2022-04-15,2,4,3,2,3,3
FB003178,F005,C074,2022-04-15,3,3,4,5,4,4
FB003179,F013,C033,2022-04-15,3,3,4,3,3,3
FB003180,F037,C014,2022-04-15,3,5,3,4,3,2
FB003181,F010,C051,2022-04-15,4,5,3,3,5,5
FB003182,F064,C084,2022-04-15,5,5,4,3,5,4
FB003183,F061,C081,2022-04-15,4,3,4,5,4,4
FB003184,F052,C050,2022-04-15,3,2,4,2,4,3
FB003185,F065,C091,2022-04-15,3,4,4,4,5,2
FB003186,F031,C031,2022-04-15,3,1,2,3,2,3
FB003187,F007,C007,2022-04-15,3,4,3,5,5,4
FB003188,F043,C036,2022-04-15,4,4,3,3,2,4
FB003189,F069,C060,2022-04-15,5,3,3,3,4,4
FB003190,F064,C087,2022-04-15,5,5,4,5,5,4
FB003191,F019,C075,2022-04-15,5,5,5,5,4,4
FB003192,F020,C029,2022-04-15,3,4,4,3,4,2
FB003193,F051,C045,2022-04-15,3,4,5,2,5,1
FB003194,F030,C030,2022-04-15,5,3,5,5,5,3
FB003195,F051,C047,2022-04-15,4,5,4,4,5,5
FB003196,F074,C073,2022-04-15,4,5,4,4,4,5
FB003197,F058,C069,2022-04-15,3,3,4,2,4,4
FB003198,F053,C067,2022-04-16,5,5,5,3,3,5
FB003199,F005,C074,2022-04-16,4,5,3,4,4,5
FB003200,F069,C060,2022-04-16,4,3,3,4,4,4
FB003201,F041,C038,2022-04-16,5,3,4,4,4,5
FB003202,F030,C030,2022-04-16,3,5,4,4,3,4
FB003203,F003,C003,2022-04-16,4,5,4,5,4,4
FB003204,F030,C076,2022-04-16,3,5,3,4,5,3
FB003205,F001,C001,2022-04-16,4,4,3,2,4,4
FB003206,F046,C041,2022-04-16,3,5,4,2,4,3
FB003207,F003,C003,2022-04-16,4,5,5,5,4,5
FB003208,F005,C005,2022-04-16,5,3,3,3,3,3
FB003209,F007,C007,2022-04-16,5,5,5,4,5,5
FB003210,F027,C027,2022-04-16,2,3,2,2,2,3
FB003211,F020,C020,2022-04-16,3,5,3,4,3,3
FB003212,F013,C033,2022-04-16,2,4,4,3,3,4
FB003213,F053,C067,2022-04-16,2,4,2,4,4,2
FB003214,F064,C085,2022-04-16,5,5,4,4,4,5
FB003215,F037,C014,2022-04-16,4,4,4,2,3,4
FB003216,F002,C002,2022-04-16,2,4,4,4,5,3
FB003217,F006,C053,2022-04-16,3,3,4,4,3,3
FB003218,F022,C064,2022-04-16,4,4,3,4,3,4
FB003219,F006,C053,2022-04-16,2,3,3,4,2,5
FB003220,F002,C002,2022-04-16,3,5,5,5,5,5
FB003221,F009,C009,2022-04-16,3,3,4,3,4,4
FB003222,F013,C033,2022-04-16,2,4,4,3,4,2
FB003223,F061,C081,2022-04-16,3,2,2,4,2,2
FB003224,F005,C074,2022-04-16,2,3,2,3,3,3
FB003225,F067,C086,2022-04-16,4,4,5,4,3,4
FB003226,F061,C081,2022-04-16,3,5,3,4,4,2
FB003227,F019,C075,2022-04-16,5,4,5,4,5,4
FB003228,F047,C048,2022-04-16,4,5,4,3,3,2
FB003229,F074,C073,2022-04-16,2,5,3,4,4,3
FB003230,F055,C070,2022-04-16,3,4,5,3,4,4
FB003231,F006,C006,2022-04-16,4,5,4,5,5,5
FB003232,F019,C019,2022-04-16,3,4,4,3,3,3
FB003233,F015,C015,2022-04-16,3,5,5,5,5,5
FB003234,F067,C088,2022-04-16,3,3,2,3,2,3
FB003235,F074,C073,2022-04-16,3,5,5,4,4,3
FB003236,F060,C083,2022-04-17,4,5,2,4,4,3
FB003237,F064,C084,2022-04-17,5,4,4,3,5,5
FB003238,F003,C059,2022-04-17,3,5,3,2,4,5
FB003239,F059,C078,2022-04-17,5,3,3,3,3,4
FB003240,F056,C071,2022-04-17,4,3,2,3,5,4
FB003241,F008,C008,2022-04-17,4,4,3,2,4,4
FB003242,F064,C084,2022-04-17,4,4,5,4,5,4
FB003243,F053,C068,2022-04-17,1,2,2,2,2,1
FB003244,F058,C069,2022-04-17,1,3,2,3,3,3
FB003245,F064,C085,2022-04-17,3,3,4,3,2,2
FB003246,F055,C070,2022-04-17,4,4,3,3,4,2
FB003247,F031,C032,2022-04-17,5,4,4,5,5,4
FB003248,F055,C072,2022-04-17,4,3,2,3,4,4
FB003249,F058,C069,2022-04-17,4,3,4,2,5,4
FB003250,F009,C009,2022-04-17,3,3,4,3,3,3
FB003251,F065,C091,2022-04-17,4,4,2,3,4,4
FB003252,F019,C019,2022-04-17,3,3,3,3,4,3
FB003253,F065,C090,2022-04-17,2,5,3,4,4,5
FB003254,F009,C009,2022-04-17,4,4,4,4,5,3
FB003255,F067,C086,2022-04-17,3,5,5,3,4,2
FB003256,F015,C015,2022-04-17,3,4,2,2,3,3
FB003257,F047,C048,2022-04-17,4,4,2,5,5,3
FB003258,F070,C061,2022-04-17,4,5,4,3,4,5
FB003259,F059,C079,2022-04-17,4,4,2,4,5,4
FB003260,F061,C081,2022-04-17,2,4,3,4,4,4
FB003261,F056,C065,2022-04-17,5,4,4,5,4,4
FB003262,F002,C002,2022-04-17,4,5,4,4,4,5
FB003263,F052,C043,2022-04-17,3,3,4,3,3,5
FB003264,F013,C013,2022-04-17,2,4,5,2,4,5
FB003265,F007,C007,2022-04-17,4,5,4,3,4,4
FB003266,F015,C015,2022-04-17,5,5,2,3,4,4
FB003267,F064,C084,2022-04-17,4,4,4,2,4,4
FB003268,F022,C064,2022-04-18,2,5,4,5,4,4
FB003269,F069,C060,2022-04-18,4,4,4,5,4,4
FB003270,F017,C058,2022-04-18,2,3,3,5,4,2
FB003271,F031,C031,2022-04-18,3,5,4,4,4,5
FB003272,F052,C043,2022-04-18,3,2,5,4,3,3
FB003273,F053,C068,2022-04-18,4,5,5,5,4,4
FB003274,F009,C009,2022-04-18,3,5,2,4,3,4
FB003275,F064,C085,2022-04-18,1,2,1,1,3,1
FB003276,F012,C012,2022-04-18,5,3,4,4,4,4
FB003277,F055,C072,2022-04-18,5,5,3,4,3,3
FB003278,F030,C030,2022-04-18,3,3,4,2,1,2
FB003279,F005,C005,2022-04-18,5,4,5,5,5,4
FB003280,F046,C041,2022-04-18,2,4,3,3,4,3
FB003281,F059,C079,2022-04-18,3,4,2,5,5,5
FB003282,F019,C075,2022-04-18,1,2,1,3,1,2
FB003283,F055,C072,2022-04-18,2,3,4,4,4,2
FB003284,F028,C040,2022-04-18,5,4,4,2,4,4
FB003285,F065,C091,2022-04-18,4,5,3,3,3,2
FB003286,F056,C071,2022-04-18,3,3,2,4,4,3
FB003287,F028,C040,2022-04-18,4,5,5,4,5,5
FB003288,F069,C060,2022-04-18,3,5,3,5,4,2
FB003289,F046,C041,2022-04-18,4,4,2,4,3,3
FB003290,F031,C031,2022-04-18,3,3,3,1,3,3
FB003291,F005,C074,2022-04-18,4,1,1,1,2,1
FB003292,F019,C075,2022-04-18,4,5,4,3,3,5
FB003293,F070,C063,2022-04-18,3,3,3,3,2,2
FB003294,F044,C035,2022-04-18,5,3,5,3,4,2
FB003295,F010,C051,2022-04-18,2,2,3,4,4,5
FB003296,F013,C034,2022-04-18,3,4,4,5,4,4
FB003297,F051,C045,2022-04-18,4,4,2,4,3,3
FB003298,F020,C020,2022-04-18,5,5,5,3,3,4
FB003299,F053,C068,2022-04-18,4,5,3,3,4,4
FB003300,F005,C074,2022-04-18,3,4,4,3,4,4
FB003301,F003,C059,2022-04-18,5,4,5,4,3,3
FB003302,F055,C070,2022-04-18,3,4,4,4,3,4
FB003303,F043,C036,2022-04-18,4,4,3,5,3,2
FB003304,F064,C085,2022-04-18,4,3,4,4,3,3
FB003305,F070,C062,2022-04-18,3,3,5,4,4,3
FB003306,F041,C037,2022-04-18,4,2,4,4,3,3
FB003307,F003,C059,2022-04-18,4,5,3,4,4,4
FB003308,F017,C004,2022-04-18,3,3,4,4,2,3
FB003309,F060,C083,2022-04-19,4,5,3,4,4,5
FB003310,F030,C076,2022-04-19,5,5,4,4,3,3
FB003311,F031,C032,2022-04-19,4,4,4,3,5,3
FB003312,F055,C070,2022-04-19,4,4,4,4,4,4
FB003313,F013,C033,2022-04-19,3,5,4,2,4,3
FB003314,F017,C004,2022-04-19,5,4,5,4,4,5
FB003315,F063,C077,2022-04-19,3,5,3,3,4,4
FB003316,F041,C038,2022-04-19,3,5,4,2,4,4
FB003317,F056,C071,2022-04-19,3,2,4,2,3,2
FB003318,F007,C007,2022-04-19,4,4,3,4,3,3
FB003319,F021,C021,2022-04-19,4,5,3,3,5,5
FB003320,F059,C082,2022-04-19,4,2,5,4,3,3
FB003321,F005,C074,2022-04-19,2,2,3,3,2,3
FB003322,F052,C046,2022-04-19,4,5,3,4,3,5
FB003323,F041,C037,2022-04-19,4,5,5,4,5,5
FB003324,F006,C006,2022-04-19,5,5,5,4,5,3
FB003325,F074,C073,2022-04-19,4,5,4,4,5,4
FB003326,F064,C089,2022-04-19,4,5,5,5,4,4
FB003327,F070,C061,2022-04-19,4,3,3,3,3,3
FB003328,F020,C020,2022-04-19,3,3,4,2,2,3
FB003329,F013,C013,2022-04-19,4,3,3,3,3,5
FB003330,F051,C047,2022-04-19,3,4,3,4,3,4
FB003331,F027,C027,2022-04-19,5,4,4,4,3,4
FB003332,F046,C041,2022-04-19,4,2,2,4,5,2
FB003333,F022,C022,2022-04-19,3,3,3,3,3,4
FB003334,F021,C021,2022-04-19,2,3,3,2,4,1
FB003335,F010,C051,2022-04-19,4,4,5,4,5,3
FB003336,F058,C066,2022-04-19,4,5,3,2,4,3
FB003337,F056,C071,2022-04-19,4,4,4,3,4,4
FB003338,F021,C021,2022-04-19,3,4,4,4,4,5
FB003339,F028,C039,2022-04-19,5,4,5,4,4,5
FB003340,F052,C043,2022-04-19,4,2,4,3,4,3
FB003341,F052,C049,2022-04-19,3,4,4,2,4,5
FB003342,F032,C054,2022-04-19,2,3,3,3,4,2
FB003343,F005,C074,2022-04-19,3,5,3,4,5,3
FB003344,F013,C034,2022-04-19,5,4,4,5,5,4
FB003345,F052,C046,2022-04-19,5,3,3,4,3,4
FB003346,F011,C056,2022-04-19,5,4,4,4,4,5
FB003347,F005,C074,2022-04-19,5,5,3,4,4,4
FB003348,F019,C075,2022-04-19,4,5,4,5,5,4
FB003349,F031,C032,2022-04-19,4,5,4,3,4,4
FB003350,F069,C060,2022-04-19,4,4,4,5,2,4
FB003351,F056,C065,2022-04-19,4,4,3,4,4,4
FB003352,F024,C024,2022-04-19,4,3,3,4,5,4
FB003353,F063,C077,2022-04-19,5,5,5,4,4,4
FB003354,F021,C021,2022-04-19,3,4,3,4,4,4
FB003355,F070,C063,2022-04-19,4,4,3,4,5,4
FB003356,F019,C019,2022-04-19,4,5,5,5,4,4
FB003357,F067,C088,2022-04-19,4,4,5,4,4,4
FB003358,F020,C029,2022-04-19,5,5,4,4,5,4
FB003359,F030,C076,2022-04-20,3,5,4,4,3,4
FB003360,F025,C052,2022-04-20,3,4,2,2,2,3
FB003361,F030,C076,2022-04-20,3,4,2,3,3,3
FB003362,F069,C060,2022-04-20,5,5,5,4,5,4
FB003363,F009,C009,2022-04-20,3,3,3,3,3,3
FB003364,F028,C039,2022-04-20,4,4,4,4,3,3
FB003365,F065,C091,2022-04-20,4,3,2,4,3,4
FB003366,F006,C006,2022-04-20,5,5,5,5,5,4
FB003367,F009,C009,2022-04-20,4,4,4,3,4,4
FB003368,F052,C050,2022-04-20,5,3,3,1,4,3
FB003369,F028,C040,2022-04-20,5,4,5,5,4,4
FB003370,F007,C007,2022-04-20,2,3,2,5,4,4
FB003371,F058,C066,2022-04-20,2,5,3,4,3,3
FB003372,F064,C084,2022-04-20,5,3,4,5,3,3
FB003373,F017,C004,2022-04-20,4,3,3,3,3,3
FB003374,F032,C054,2022-04-20,3,4,2,2,3,5
FB003375,F065,C091,2022-04-20,4,5,4,2,3,2
FB003376,F009,C009,2022-04-20,4,2,3,4,2,5
FB003377,F033,C055,2022-04-20,3,4,4,3,3,4
FB003378,F053,C068,2022-04-20,3,2,2,4,2,2
FB003379,F052,C050,2022-04-20,2,3,1,3,4,2
FB003380,F024,C024,2022-04-20,5,4,4,5,5,5
FB003381,F007,C007,2022-04-20,1,3,4,3,2,2
FB003382,F051,C045,2022-04-20,4,4,5,5,2,3
FB003383,F001,C001,2022-04-20,3,5,4,5,4,5
FB003384,F052,C049,2022-04-20,3,4,3,4,4,4
FB003385,F027,C027,2022-04-20,3,5,3,3,4,3
FB003386,F074,C073,2022-04-20,5,3,4,4,4,5
FB003387,F015,C015,2022-04-20,5,4,5,5,5,4
FB003388,F059,C078,2022-04-20,3,3,3,3,3,4
FB003389,F028,C040,2022-04-20,4,5,4,5,3,4
FB003390,F019,C019,2022-04-20,3,5,4,3,3,5
FB003391,F027,C027,2022-04-20,3,4,3,4,5,2
FB003392,F031,C032,2022-04-20,3,4,5,4,4,4
FB003393,F061,C081,2022-04-20,2,4,3,4,3,4
FB003394,F005,C074,2022-04-20,3,5,5,5,4,4
FB003395,F024,C024,2022-04-20,5,5,4,3,5,4
FB003396,F024,C024,2022-04-20,5,5,4,5,4,4
FB003397,F069,C060,2022-04-20,3,4,5,5,5,4
FB003398,F017,C017,2022-04-20,3,4,4,2,4,2
FB003399,F013,C013,2022-04-20,4,4,2,3,3,4
FB003400,F008,C008,2022-04-20,4,5,4,4,5,4
FB003401,F062,C080,2022-04-20,4,4,3,4,4,4
FB003402,F003,C059,2022-04-20,3,3,3,3,5,5
FB003403,F047,C048,2022-04-20,4,4,5,4,3,4
FB003404,F064,C087,2022-04-20,3,4,4,4,5,3
FB003405,F017,C004,2022-04-20,5,4,4,5,5,5
FB003406,F046,C041,2022-04-21,2,2,3,2,2,3
FB003407,F022,C064,2022-04-21,3,3,3,2,4,3
FB003408,F041,C042,2022-04-21,3,4,3,4,4,4
FB003409,F058,C066,2022-04-21,4,4,4,4,4,2
FB003410,F055,C072,2022-04-21,2,3,3,2,2,4
FB003411,F043,C036,2022-04-21,3,5,3,5,3,5
FB003412,F010,C051,2022-04-21,4,5,4,4,5,4
FB003413,F069,C060,2022-04-21,5,4,4,4,4,3
FB003414,F052,C050,2022-04-21,4,3,5,4,4,4
FB003415,F063,C077,2022-04-21,3,4,3,4,2,4
FB003416,F005,C074,2022-04-21,4,5,4,5,4,4
FB003417,F041,C038,2022-04-21,3,3,4,4,4,5
FB003418,F003,C059,2022-04-21,5,4,3,4,3,4
FB003419,F003,C003,2022-04-21,5,4,4,4,4,4
FB003420,F006,C006,2022-04-21,3,2,4,3,2,2
FB003421,F056,C065,2022-04-21,4,4,3,3,3,5
FB003422,F011,C056,2022-04-21,4,4,4,4,4,4
FB003423,F033,C057,2022-04-21,3,4,4,3,2,4
FB003424,F006,C053,2022-04-21,3,3,2,3,2,4
FB003425,F003,C003,2022-04-21,4,5,5,4,4,4
FB003426,F013,C033,2022-04-21,3,5,4,4,4,3
FB003427,F058,C069,2022-04-21,4,3,3,4,3,3
FB003428,F044,C035,2022-04-21,2,5,4,3,4,3
FB003429,F051,C047,2022-04-21,4,3,1,4,3,3
FB003430,F030,C030,2022-04-21,2,1,1,2,3,1
FB003431,F051,C044,2022-04-21,5,2,4,3,3,3
FB003432,F055,C072,2022-04-21,3,4,3,3,3,2
FB003433,F047,C048,2022-04-21,2,3,3,3,5,4
FB003434,F067,C086,2022-04-21,4,2,1,2,2,1
FB003435,F064,C087,2022-04-21,4,4,3,4,5,5
FB003436,F037,C014,2022-04-21,5,4,5,3,5,3
FB003437,F064,C085,2022-04-21,5,5,5,3,4,5
FB003438,F065,C091,2022-04-21,4,3,1,2,3,4
FB003439,F046,C041,2022-04-21,4,3,3,4,1,3
FB003440,F006,C006,2022-04-21,3,2,3,2,3,2
FB003441,F046,C041,2022-04-21,2,4,5,3,2,3
FB003442,F052,C046,2022-04-21,4,4,5,4,4,2
FB003443,F070,C063,2022-04-21,5,5,3,5,4,5
FB003444,F016,C016,2022-04-21,3,5,4,4,4,5
FB003445,F024,C024,2022-04-21,5,4,5,4,4,4
FB003446,F028,C040,2022-04-21,3,4,4,3,3,3
FB003447,F070,C063,2022-04-21,5,4,5,5,5,3
FB003448,F067,C086,2022-04-21,4,5,4,4,4,5
FB003449,F010,C010,2022-04-21,3,5,4,3,4,3
FB003450,F058,C066,2022-04-21,4,3,5,4,4,4
FB003451,F051,C045,2022-04-21,5,4,4,4,4,5
FB003452,F030,C030,2022-04-21,5,4,3,3,4,3
FB003453,F070,C063,2022-04-21,3,4,5,4,4,3
FB003454,F064,C085,2022-04-21,2,2,2,5,4,4
FB003455,F073,C018,2022-04-21,4,3,5,3,4,4
FB003456,F053,C068,2022-04-21,4,5,4,3,3,3
FB003457,F006,C006,2022-04-21,5,5,5,4,5,4
FB003458,F006,C006,2022-04-21,5,2,4,4,3,3
FB003459,F006,C006,2022-04-21,5,4,4,4,5,4
FB003460,F064,C087,2022-04-22,4,3,3,5,4,4
FB003461,F052,C049,2022-04-22,4,2,3,2,4,4
FB003462,F056,C071,2022-04-22,4,3,4,2,3,3
FB003463,F013,C013,2022-04-22,4,4,2,4,4,3
FB003464,F064,C085,2022-04-22,5,3,3,3,5,4
FB003465,F074,C073,2022-04-22,5,3,5,5,4,4
FB003466,F055,C072,2022-04-22,1,4,4,2,4,3
FB003467,F003,C003,2022-04-22,5,4,4,2,3,3
FB003468,F010,C010,2022-04-22,5,3,5,3,5,3
FB003469,F017,C017,2022-04-22,4,4,4,5,5,4
FB003470,F055,C072,2022-04-22,4,5,4,5,4,4
FB003471,F024,C024,2022-04-22,5,5,4,3,5,3
FB003472,F059,C082,2022-04-22,3,3,3,3,5,2
FB003473,F010,C010,2022-04-22,3,3,3,4,1,3
FB003474,F059,C078,2022-04-22,4,3,3,5,5,3
FB003475,F052,C050,2022-04-22,5,4,4,2,5,1
FB003476,F041,C038,2022-04-22,4,5,4,4,3,4
FB003477,F028,C039,2022-04-22,2,3,4,4,3,3
FB003478,F051,C044,2022-04-22,4,4,5,4,3,3
FB003479,F065,C090,2022-04-22,3,3,4,1,2,2
FB003480,F009,C009,2022-04-22,2,2,2,3,3,1
FB003481,F027,C027,2022-04-22,4,4,4,4,2,2
FB003482,F052,C050,2022-04-22,3,4,5,4,3,5
FB003483,F028,C040,2022-04-22,4,3,4,3,3,4
FB003484,F010,C051,2022-04-22,4,4,3,4,5,5
FB003485,F055,C072,2022-04-22,4,4,4,3,3,5
FB003486,F044,C035,2022-04-22,4,3,3,3,4,5
FB003487,F069,C060,2022-04-22,4,5,5,4,4,4
FB003488,F006,C053,2022-04-22,4,3,4,3,2,3
FB003489,F009,C009,2022-04-22,5,4,3,1,3,4
FB003490,F055,C070,2022-04-22,4,2,3,3,1,2
FB003491,F041,C037,2022-04-22,4,5,5,5,4,3
FB003492,F010,C051,2022-04-22,3,4,4,4,3,4
FB003493,F019,C019,2022-04-22,4,4,4,4,5,4
FB003494,F059,C079,2022-04-22,4,5,3,4,4,4
FB003495,F008,C008,2022-04-22,3,2,3,4,3,3
FB003496,F059,C079,2022-04-22,4,5,4,4,5,4
FB003497,F041,C037,2022-04-22,3,5,4,3,3,3
FB003498,F006,C006,2022-04-22,5,3,3,3,4,4
FB003499,F053,C067,2022-04-22,3,5,5,4,5,4
FB003500,F013,C013,2022-04-22,4,4,4,4,5,5
FB003501,F022,C064,2022-04-23,4,4,3,5,4,5
FB003502,F059,C082,2022-04-23,3,4,2,4,3,4
FB003503,F046,C041,2022-04-23,3,2,5,4,2,3
FB003504,F001,C001,2022-04-23,2,5,3,3,2,3
FB003505,F058,C066,2022-04-23,5,5,4,3,5,5
FB003506,F056,C071,2022-04-23,4,3,4,4,3,4
FB003507,F052,C050,2022-04-23,4,3,4,3,5,3
FB003508,F037,C014,2022-04-23,2,4,4,1,1,4
FB003509,F007,C007,2022-04-23,4,5,4,4,4,4
FB003510,F031,C032,2022-04-23,5,5,4,5,5,5
FB003511,F019,C075,2022-04-23,3,4,5,4,3,4
FB003512,F041,C042,2022-04-23,4,4,4,4,4,4
FB003513,F009,C009,2022-04-23,3,2,4,3,4,4
FB003514,F056,C065,2022-04-23,4,1,4,4,4,4
FB003515,F031,C031,2022-04-23,3,5,4,4,4,3
FB003516,F005,C005,2022-04-23,3,5,3,5,4,5
FB003517,F046,C041,2022-04-23,4,4,4,5,4,4
FB003518,F058,C069,2022-04-23,3,3,2,2,2,4
FB003519,F031,C031,2022-04-23,2,3,2,2,2,1
FB003520,F070,C063,2022-04-23,3,3,4,3,3,4
FB003521,F008,C008,2022-04-23,4,5,5,3,5,5
FB003522,F070,C063,2022-04-23,1,2,3,1,3,3
FB003523,F005,C074,2022-04-23,2,4,5,4,4,5
FB003524,F005,C005,2022-04-23,4,3,5,5,2,4
FB003525,F013,C033,2022-04-23,3,4,3,3,4,4
FB003526,F041,C038,2022-04-23,2,3,5,4,4,4
FB003527,F064,C085,2022-04-23,3,4,4,4,4,3
FB003528,F033,C055,2022-04-23,4,3,4,4,4,5
FB003529,F059,C079,2022-04-23,4,5,4,4,5,5
FB003530,F003,C059,2022-04-23,4,4,2,3,3,5
FB003531,F027,C027,2022-04-23,4,2,4,5,4,4
FB003532,F013,C034,2022-04-23,2,5,5,4,3,4
FB003533,F011,C056,2022-04-23,5,5,4,5,5,5
FB003534,F027,C027,2022-04-23,5,3,3,3,5,4
FB003535,F006,C006,2022-04-23,3,5,4,5,4,4
FB003536,F019,C075,2022-04-23,4,4,3,4,3,2
FB003537,F061,C081,2022-04-23,3,5,3,4,4,4
FB003538,F019,C019,2022-04-23,4,4,4,4,5,2
FB003539,F041,C037,2022-04-23,4,3,4,4,5,3
FB003540,F064,C085,2022-04-23,4,5,4,3,4,5
FB003541,F070,C061,2022-04-23,4,5,3,5,4,3
FB003542,F028,C039,2022-04-23,5,5,5,3,5,5
FB003543,F027,C027,2022-04-23,3,5,1,3,2,2
FB003544,F052,C046,2022-04-23,5,5,5,3,2,4
FB003545,F006,C006,2022-04-23,5,3,5,3,4,5
FB003546,F006,C053,2022-04-24,3,3,2,1,4,2
FB003547,F024,C024,2022-04-24,3,5,5,4,4,4
FB003548,F041,C042,2022-04-24,5,3,3,4,3,4
FB003549,F060,C083,2022-04-24,3,4,3,3,3,4
FB003550,F059,C082,2022-04-24,3,4,4,4,4,4
FB003551,F051,C047,2022-04-24,4,3,4,5,4,3
FB003552,F065,C091,2022-04-24,4,5,3,4,4,4
FB003553,F013,C033,2022-04-24,3,4,4,3,2,2
FB003554,F041,C037,2022-04-24,3,4,3,4,4,4
FB003555,F030,C030,2022-04-24,4,3,5,4,5,4
FB003556,F052,C049,2022-04-24,4,4,2,4,2,4
FB003557,F044,C035,2022-04-24,1,2,3,2,1,3
FB003558,F020,C020,2022-04-24,3,4,3,5,4,3
FB003559,F007,C007,2022-04-24,4,4,5,3,4,3
